token,term_freq,doc_freq,category,canonical_form
락,1210,1053,OTHER,락
워시,1209,923,STYLE,워시
캐치볼,1207,1079,OTHER,캐치볼
근,1202,1183,OTHER,근
밖,1197,1125,OTHER,밖
계열,1197,1049,OTHER,계열
동일,1197,1029,OTHER,동일
무엇,1196,1103,OTHER,무엇
결정,1196,1002,OTHER,결정
퍼지,1192,1080,OTHER,퍼지
치,1190,1090,OTHER,치
깔,1189,997,OTHER,깔
이용,1187,911,OTHER,이용
해외,1183,987,OTHER,해외
휴먼,1183,964,BRAND,휴먼메이드
뉴발,1181,1085,BRAND,뉴발란스
덕,1179,984,OTHER,덕
활동,1177,929,OTHER,활동
간,1177,1060,OTHER,간
바버,1177,790,BRAND,바버
당첨,1175,1006,OTHER,당첨
자신,1171,779,OTHER,자신
크롭,1171,967,STYLE,크롭
중고,1168,989,OTHER,중고
존,1159,964,OTHER,존
탭,1159,789,OTHER,탭
으,1159,1101,OTHER,으
백화점,1159,900,OTHER,백화점
중요,1157,834,OTHER,중요
언,1157,1063,OTHER,언
관련,1155,1045,OTHER,관련
다리,1155,987,OTHER,다리
c,1153,880,OTHER,c
생일,1153,963,OTHER,생일
블랭크,1152,931,BRAND,블랭크룸
하프,1152,884,OTHER,하프
정장,1152,772,ITEM,정장
오라,1150,799,OTHER,오라
신상,1147,1015,OTHER,신상
제,1147,1086,OTHER,제
그것,1144,993,OTHER,그것
실측,1144,921,OTHER,실측
jacket,1143,771,ITEM,자켓
왼쪽,1143,977,OTHER,왼쪽
알렌,1142,943,BRAND,알렌느
대부분,1141,1060,OTHER,대부분
번호,1141,853,OTHER,번호
스파,1141,1013,STYLE,스파
바람,1139,1059,OTHER,바람
힙,1139,1031,STYLE,힙
b,1136,698,OTHER,b
만큼,1130,1017,OTHER,만큼
읏,1130,1076,OTHER,읏
사라,1122,1004,OTHER,사라
녀석,1122,812,OTHER,녀석
디키즈,1121,898,BRAND,디키즈
아더,1120,887,BRAND,아더에러
기,1119,1015,OTHER,기
버전,1116,832,OTHER,버전
부산,1115,822,OTHER,부산
포기,1113,1048,OTHER,포기
재킷,1113,655,ITEM,자켓
비바,1112,1012,BRAND,비바스튜디오
고수,1112,1079,OTHER,고수
안쪽,1110,903,OTHER,안쪽
일상,1109,968,OTHER,일상
이지,1108,980,BRAND,이지
정품,1108,908,OTHER,정품
부,1104,853,OTHER,부
굿,1101,846,OTHER,굿
워커,1100,980,ITEM,워커
분위기,1098,919,OTHER,분위기
스포츠,1095,870,STYLE,스포츠
오리지널,1093,817,OTHER,오리지널
플랜,1092,941,BRAND,마틴플랜
크로스,1089,918,ITEM,크로스백
리브,1087,911,STYLE,리브
틀,1086,1000,OTHER,틀
와일드,1086,1000,STYLE,와일드
앱,1086,917,OTHER,앱
네이버,1083,905,OTHER,네이버
이후,1080,918,OTHER,이후
r,1079,858,OTHER,r
위주,1078,1006,OTHER,위주
폼,1077,966,OTHER,폼
제외,1074,996,OTHER,제외
나중,1072,1017,OTHER,나중
바시티,1071,876,ITEM,바시티
향,1071,430,OTHER,향
계절,1070,984,OTHER,계절
shoes,1070,447,ITEM,슈즈
or,1065,932,STOPWORD,
요거,1064,986,OTHER,요거
몇,1063,1042,OTHER,몇
the,1062,613,STOPWORD,
bag,1062,841,ITEM,가방
루,1062,733,OTHER,루
말씀,1062,944,OTHER,말씀
d,1061,811,STOPWORD,
관리,1058,868,OTHER,관리
스티치,1057,778,STYLE,스티치
그,1053,745,STOPWORD,
싱글,1052,769,OTHER,싱글
얼굴,1049,889,OTHER,얼굴
포장,1048,657,OTHER,포장
프라다,1044,790,BRAND,프라다
넉넉,1043,950,OTHER,넉넉
왈라비,1040,899,ITEM,왈라비
다,1040,1027,OTHER,다
이것저것,1039,971,OTHER,이것저것
웨이,1038,830,OTHER,웨이
수축,1038,733,OTHER,수축
리넥츠,1036,731,BRAND,리넥츠
학생,1035,978,OTHER,학생
롤,1034,782,OTHER,롤
안감,1032,782,OTHER,안감
f,1031,760,OTHER,f
슬리퍼,1031,803,ITEM,슬리퍼
형태,1028,798,OTHER,형태
사랑,1027,903,OTHER,사랑
대체,1027,946,OTHER,대체
미나브,1025,910,BRAND,미나브
버스,1024,821,OTHER,버스
금,1023,861,OTHER,금
근처,1022,905,OTHER,근처
주름,1022,790,STYLE,주름
p,1022,821,OTHER,p
보리,1022,725,OTHER,보리
생,1019,875,OTHER,생
오더,1017,966,OTHER,오더
레귤러,1017,833,STYLE,레귤러
박,1011,897,OTHER,박
범용,1007,946,STYLE,범용
기어,1004,790,OTHER,기어
퍼플,1002,775,STYLE,퍼플
샌들,1002,770,ITEM,샌들
패치,998,734,OTHER,패치
나나미카,994,657,BRAND,나나미카
버뮤다,993,843,ITEM,버뮤다
mmgl,992,878,BRAND,mmgl
북,989,859,OTHER,북
플로어,989,838,STYLE,플로어
제공,987,746,OTHER,제공
적용,986,771,OTHER,적용
불,986,852,OTHER,불
mm,983,626,OTHER,mm
직구,983,781,OTHER,직구
여성,982,787,OTHER,여성
출처,982,785,OTHER,출처
처리,981,777,OTHER,처리
핑,981,839,OTHER,핑
휴가,980,804,OTHER,휴가
서,978,847,OTHER,서
핏이,978,919,STYLE,핏이
키뮤어,976,846,BRAND,키뮤어
고,976,912,OTHER,고
논,976,812,OTHER,논
땀,975,835,OTHER,땀
피쉬,973,793,OTHER,피쉬
층,971,562,OTHER,층
겸,971,881,OTHER,겸
oam,970,815,BRAND,oam
긴팔,969,844,ITEM,긴팔티
러프,968,767,STYLE,러프
설명,968,804,OTHER,설명
리터,966,774,OTHER,리터
몰,966,823,OTHER,몰
우포스,965,845,BRAND,우포스
기간,964,819,OTHER,기간
겟,962,855,OTHER,겟
초반,957,886,OTHER,초반
동,957,813,OTHER,동
사이드,956,789,OTHER,사이드
엉덩이,955,765,OTHER,엉덩이
어제,954,913,OTHER,어제
판,953,760,OTHER,판
맛집,952,854,OTHER,맛집
타입,951,742,OTHER,타입
오른쪽,951,821,OTHER,오른쪽
로그인,947,935,OTHER,로그인
브라더스,946,699,BRAND,브룩스브라더스
브룩스,946,691,BRAND,브룩스브라더스
코듀로이,944,768,STYLE,코듀로이
h,944,810,OTHER,h
법,944,681,OTHER,법
카고,943,824,STYLE,카고
결국,941,881,OTHER,결국
요새,937,860,OTHER,요새
컴퍼니,935,813,OTHER,컴퍼니
퍼티,935,747,OTHER,퍼티
유니폼,934,717,BRAND,유니폼브릿지
오렌지,934,712,STYLE,오렌지
새,929,815,OTHER,새
케이스,928,679,ITEM,케이스
남성,925,747,OTHER,남성
캐시미어,925,616,STYLE,캐시미어
세계,922,583,OTHER,세계
러너,922,828,STYLE,러너
파이,921,780,OTHER,파이
하,918,835,OTHER,하
퍼티그,918,727,ITEM,퍼티그
상황,917,719,OTHER,상황
보이,916,792,OTHER,보이
년도,916,754,OTHER,년도
트러커,916,710,ITEM,트러커자켓
이전,915,753,OTHER,이전
스펙터,909,784,OTHER,스펙터
탄탄,905,801,STYLE,탄탄
랩,903,801,OTHER,랩
뮤지엄,902,806,BRAND,더뮤지엄비지터
인세인개러지,900,735,BRAND,인세인개러지
근본,899,773,OTHER,근본
어색,899,818,OTHER,어색
단점,898,754,OTHER,단점
각,897,782,OTHER,각
프라이,896,723,BRAND,프라이탁
해,894,792,OTHER,해
브릭스,893,831,BRAND,와일드브릭스
적립금,892,796,OTHER,적립금
t,891,593,STOPWORD,
멘토,891,730,OTHER,멘토
그거,891,838,OTHER,그거
아르,890,730,OTHER,아르
모이프,889,607,BRAND,모이프
디스이즈네버댓,889,712,BRAND,디스이즈네버댓
특징,889,662,OTHER,특징
예약,888,692,OTHER,예약
구찌,887,705,BRAND,구찌
중반,885,820,OTHER,중반
페이,885,687,OTHER,페이
타이트,883,781,OTHER,타이트
아더에러,882,702,BRAND,아더에러
본인,881,751,OTHER,본인
세대,880,513,OTHER,세대
테일러,879,755,STYLE,테일러드
후디,878,698,ITEM,후디
리복,877,741,BRAND,리복
뉴에라,875,793,BRAND,뉴에라
앵글,875,733,OTHER,앵글
부족,874,810,OTHER,부족
결혼식,873,725,OTHER,결혼식
팅,872,844,OTHER,팅
라이프,871,752,OTHER,라이프
소비,871,707,OTHER,소비
특유,870,757,OTHER,특유
위치,869,599,OTHER,위치
범고래,868,749,ITEM,나이키덩크범고래
얘,865,717,OTHER,얘
방,863,773,OTHER,방
얘기,860,749,OTHER,얘기
값,860,752,OTHER,값
오브,857,697,OTHER,오브
냄새,857,580,OTHER,냄새
뒷,857,761,OTHER,뒷
size,857,404,OTHER,size
재미,856,787,OTHER,재미
재생,856,671,OTHER,재생
올드,853,678,STYLE,올드
무,853,784,OTHER,무
헤리티지,852,727,BRAND,헤리티지플로스
급,852,762,OTHER,급
렉,850,622,OTHER,렉
최대,849,743,OTHER,최대
자리,848,637,OTHER,자리
해칭,844,736,BRAND,해칭룸
헨리,841,606,ITEM,헨리넥
자수,839,644,OTHER,자수
악,839,755,OTHER,악
파타고니아,838,618,BRAND,파타고니아
빔즈,837,627,BRAND,빔즈
뿐,837,775,OTHER,뿐
기회,837,776,OTHER,기회
내부,836,641,OTHER,내부
분류,836,633,OTHER,분류
nike,835,664,BRAND,나이키
인치,835,625,OTHER,인치
이하,834,778,OTHER,이하
동네,832,754,OTHER,동네
마켓,831,601,OTHER,마켓
내용,830,628,OTHER,내용
취소,830,635,OTHER,취소
개시,829,765,OTHER,개시
협업,826,511,OTHER,협업
인생,826,765,OTHER,인생
질감,824,703,OTHER,질감
꿀,824,748,OTHER,꿀
수트,822,536,ITEM,수트
고려,821,727,OTHER,고려
로드,820,694,OTHER,로드
헤비,820,647,STYLE,헤비
건,820,739,OTHER,건
스퀘어,819,629,STYLE,스퀘어
혼자,818,729,OTHER,혼자
인세,817,680,OTHER,인세
이야기,816,660,OTHER,이야기
밑창,815,644,OTHER,밑창
키로,815,764,OTHER,키로
마라탕,813,676,OTHER,마라탕
태,812,769,OTHER,태
중간,811,697,OTHER,중간
거울,811,743,OTHER,거울
폴,809,710,OTHER,폴
학교,809,664,OTHER,학교
습,808,747,OTHER,습
시리즈,808,650,OTHER,시리즈
무태,808,660,OTHER,무태
트랙,807,615,ITEM,트랙
친절,807,655,OTHER,친절
베이스,806,701,OTHER,베이스
향수,806,472,ITEM,향수
prt,806,601,OTHER,prt
노드,805,691,OTHER,노드
클로,805,657,OTHER,클로
내,804,685,OTHER,내
필,804,691,OTHER,필
행사,804,614,OTHER,행사
표현,803,620,OTHER,표현
로그,803,667,OTHER,로그
성공,802,721,OTHER,성공
영,799,722,OTHER,영
이즈,799,682,OTHER,이즈
금액,798,668,OTHER,금액
bogeun,796,796,OTHER,bogeun
스캇,794,666,BRAND,스캇
g,793,558,OTHER,g
모양,791,682,OTHER,모양
택배,791,647,OTHER,택배
실패,791,701,OTHER,실패
놈,790,688,OTHER,놈
보드,790,681,OTHER,보드
주변,786,719,OTHER,주변
그레일즈,786,609,BRAND,그레일즈
기념,786,719,OTHER,기념
xt,785,683,OTHER,xt
영입,785,686,OTHER,영입
포터리,784,638,BRAND,포터리
쉐,784,694,OTHER,쉐
잇,783,730,OTHER,잇
거래,783,526,OTHER,거래
인터넷,782,663,OTHER,인터넷
생활,780,699,OTHER,생활
어세,780,684,OTHER,어세
정핏,779,700,STYLE,정핏
대신,778,741,OTHER,대신
슬립,777,646,ITEM,슬립온
퇴근,776,711,OTHER,퇴근
러드,776,677,OTHER,러드
위더로드,776,734,BRAND,위더로드
포멀,775,675,STYLE,포멀
미니,774,651,OTHER,미니
페몬트,773,672,BRAND,페몬트
연휴,772,665,OTHER,연휴
당시,771,586,OTHER,당시
제품명,771,751,OTHER,제품명
구,771,662,OTHER,구
보온,768,610,OTHER,보온
테이크,765,722,OTHER,테이크
낙,762,434,OTHER,낙
행,760,734,OTHER,행
여기저기,760,720,OTHER,여기저기
전화,759,475,OTHER,전화
자기,758,611,OTHER,자기
남친,754,707,OTHER,남친
og,753,586,OTHER,og
아들,753,363,OTHER,아들
그램,753,692,OTHER,그램
활용도,752,716,OTHER,활용도
그래픽,751,483,OTHER,그래픽
후회,751,710,OTHER,후회
털,750,548,OTHER,털
후반,747,696,OTHER,후반
야,743,653,OTHER,야
오사카,742,520,OTHER,오사카
머,741,692,OTHER,머
gu,741,428,OTHER,gu
시도,738,566,OTHER,시도
cap,733,538,ITEM,모자
츠,733,566,OTHER,츠
탕,733,628,OTHER,탕
재,730,659,OTHER,재
애쉬크로프트,730,700,BRAND,애쉬크로프트
공지,729,698,OTHER,공지
건강,728,653,OTHER,건강
공간,727,573,OTHER,공간
영국,727,547,OTHER,영국
지오다노,727,638,BRAND,지오다노
로즈,726,587,BRAND,마틴로즈
팬,724,659,OTHER,팬
거기,724,638,STOPWORD,
기능,723,547,OTHER,기능
이해,721,555,OTHER,이해
영화,721,468,OTHER,영화
프리미엄,719,600,OTHER,프리미엄
어널러코드,719,664,BRAND,어널러코드
헤어,719,566,OTHER,헤어
레드윙,718,581,BRAND,레드윙
시기,717,609,OTHER,시기
푸마,717,560,BRAND,푸마
복각,717,554,OTHER,복각
크기,716,599,OTHER,크기
마지,716,652,OTHER,마지
낮,715,672,OTHER,낮
조끼,713,576,ITEM,조끼
버켄스탁,713,648,BRAND,버켄스탁
원산지,713,536,OTHER,원산지
얼,711,647,OTHER,얼
루즈,711,566,STYLE,루즈
미스,711,623,OTHER,미스
아트이프액츠,711,606,BRAND,아트이프액츠
참여,709,617,OTHER,참여
쇼츠,708,543,ITEM,반바지
드레스,708,625,OTHER,드레스
디젤,708,556,BRAND,디젤
내년,708,660,OTHER,내년
힘,707,634,OTHER,힘
메,707,615,OTHER,메
슈펜,705,657,BRAND,슈펜
mlb,703,673,BRAND,mlb
포트너스,702,647,BRAND,포트너스
아재,702,575,OTHER,아재
봉제,701,514,OTHER,봉제
리스,701,616,OTHER,리스
acg,701,544,BRAND,acg
윈드,700,609,OTHER,윈드
신고,700,601,OTHER,신고
게시,700,582,OTHER,게시
덕분,698,657,OTHER,덕분
뽕,698,670,OTHER,뽕
홀,697,561,OTHER,홀
모리,697,431,OTHER,모리
top,697,443,ITEM,상의
비긴,697,580,BRAND,비긴202
라운드,695,538,STYLE,라운드
엔지니어,693,492,OTHER,엔지니어
개월,693,608,OTHER,개월
에어팟,693,614,OTHER,에어팟
합리,692,616,OTHER,합리
트래블,692,657,OTHER,트래블
게시물,692,664,OTHER,게시물
소리,689,629,OTHER,소리
올백,688,623,STYLE,올백
공식,686,582,OTHER,공식
장갑,686,548,ITEM,장갑
타이틀,685,626,OTHER,타이틀
점퍼,684,505,ITEM,점퍼
고프코어,684,589,STYLE,고프코어
처,682,595,OTHER,처
그라더스,682,528,BRAND,그라더스
와이,681,538,OTHER,와이
무지,679,627,STYLE,무지
무스탕,678,459,ITEM,무스탕
all,678,257,OTHER,all
은근,678,636,OTHER,은근
찰떡,677,647,OTHER,찰떡
크리스마스,677,499,OTHER,크리스마스
스틱,676,566,OTHER,스틱
후쿠오카,675,491,OTHER,후쿠오카
파라부트,674,516,BRAND,파라부트
변화,672,553,OTHER,변화
우영미,672,476,BRAND,우영미
지인,671,606,OTHER,지인
저거,671,637,OTHER,저거
점심,671,623,OTHER,점심
이얼즈어고,670,377,BRAND,이얼즈어고
꽃,669,562,OTHER,꽃
옥스포드,669,529,ITEM,옥스포드
연락,669,477,OTHER,연락
가젤,669,547,ITEM,가젤
변호사,669,42,OTHER,변호사
엘무드,668,611,OTHER,엘무드
브릿지,668,555,BRAND,유니폼브릿지
득템,668,590,OTHER,득템
심심,668,626,OTHER,심심
며칠,668,643,OTHER,며칠
일꼬르소,667,562,BRAND,일꼬르소
블프,667,593,OTHER,블프
의미,666,534,OTHER,의미
비지터,665,593,BRAND,더뮤지엄비지터
쌀쌀,665,649,OTHER,쌀쌀
망,664,593,OTHER,망
대장,662,569,OTHER,대장
몽,661,423,OTHER,몽
브랜디,661,617,OTHER,브랜디
봄버,660,520,ITEM,봄버
테이,660,578,OTHER,테이
술,660,527,OTHER,술
군,658,494,OTHER,군
새해,658,577,OTHER,새해
체인,657,530,ITEM,체인
소통,656,580,OTHER,소통
전역,655,554,OTHER,전역
렉스,654,562,OTHER,렉스
거리,653,519,OTHER,거리
커플,653,578,OTHER,커플
insta,653,651,OTHER,insta
애드,651,576,OTHER,애드
널널,650,595,OTHER,널널
사장,650,513,OTHER,사장
조절,649,522,OTHER,조절
저렴,649,621,OTHER,저렴
더위,648,615,OTHER,더위
에이징,647,557,STYLE,에이징
데이트,647,583,OTHER,데이트
밥,646,564,OTHER,밥
벚꽃,644,500,OTHER,벚꽃
플라이,644,536,OTHER,플라이
밴드,643,387,OTHER,밴드
무릎,643,523,OTHER,무릎
가입,642,580,OTHER,가입
×,641,426,OTHER,×
구성,640,539,OTHER,구성
lee,640,503,BRAND,lee
아메카지,639,564,STYLE,아메카지
용,637,618,OTHER,용
장점,635,504,OTHER,장점
건조,635,435,OTHER,건조
질,635,587,OTHER,질
소식,635,594,OTHER,소식
오버핏,635,591,STYLE,오버핏
오클리,635,487,BRAND,오클리
패,634,605,OTHER,패
그라미치,633,562,BRAND,그라미치
잔,633,533,OTHER,잔
퀄,633,575,OTHER,퀄
스카프,631,476,ITEM,스카프
업체,630,416,OTHER,업체
릭,627,533,BRAND,릭오웬스
누락,627,612,OTHER,누락
매칭,626,536,OTHER,매칭
타임,626,515,OTHER,타임
절기,626,555,OTHER,절기
신청,625,431,OTHER,신청
슈트,624,458,ITEM,슈트
쇼핑몰,624,480,OTHER,쇼핑몰
션,622,490,OTHER,션
유니크,621,539,OTHER,유니크
인상,621,500,OTHER,인상
본,621,512,OTHER,본
패스,621,537,OTHER,패스
대표,619,495,OTHER,대표
독특,619,526,OTHER,독특
뻔,618,598,OTHER,뻔
shirt,617,468,ITEM,셔츠
조거,617,540,ITEM,조거
마원,617,510,ITEM,마원
마스터,615,517,OTHER,마스터
계획,614,534,OTHER,계획
자세,614,590,OTHER,자세
아웃도어,613,474,STYLE,아웃도어
전면,613,398,OTHER,전면
첨,613,598,OTHER,첨
컨셉,612,520,OTHER,컨셉
메인,612,533,OTHER,메인
짱,612,562,OTHER,짱
바다,610,485,OTHER,바다
만족도,608,565,OTHER,만족도
프리,608,502,OTHER,프리
옛날,607,558,OTHER,옛날
림,606,456,OTHER,림
르마드,606,543,OTHER,르마드
가족,606,500,OTHER,가족
간단,606,551,OTHER,간단
dnsr,606,444,BRAND,디앤써
넥,605,501,OTHER,넥
당근,605,534,OTHER,당근
금요일,604,563,OTHER,금요일
소니,604,569,BRAND,소니
사실,603,524,OTHER,사실
트렌드,602,472,OTHER,트렌드
안데르센,602,297,BRAND,안데르센
denim,602,431,STYLE,데님
포트,601,476,OTHER,포트
서비스,601,478,OTHER,서비스
저희,600,508,STOPWORD,
경량,599,479,OTHER,경량
수준,599,542,OTHER,수준
아미,598,489,BRAND,아미
스타일링,595,482,OTHER,스타일링
마크,595,488,OTHER,마크
예,594,552,OTHER,예
짱구,594,525,OTHER,짱구
후아유,594,485,OTHER,후아유
유틸리티,593,430,STYLE,유틸리티
품질,592,466,OTHER,품질
과정,592,364,OTHER,과정
빛,592,524,OTHER,빛
작업,591,412,OTHER,작업
collection,590,567,OTHER,collection
평,590,533,OTHER,평
전시,590,415,OTHER,전시
광,590,468,OTHER,광
챔피온,590,491,BRAND,챔피온
유부남,590,588,OTHER,유부남
승,589,247,OTHER,승
고어텍스,588,433,STYLE,고어텍스
꼼데,588,511,BRAND,꼼데가르송
예일,588,534,BRAND,예일
acc,586,336,ITEM,acc
방식,585,446,OTHER,방식
어나더,585,499,BRAND,어나더오피스
보관,584,479,OTHER,보관
키코,584,402,BRAND,키코
연말,584,510,OTHER,연말
추구,583,517,OTHER,추구
k,583,493,OTHER,k
굽,583,474,OTHER,굽
고아,583,540,OTHER,고아
디자이너,582,433,OTHER,디자이너
십,582,540,OTHER,십
제주도,582,470,OTHER,제주도
해결,580,464,OTHER,해결
순간,579,526,OTHER,순간
짐,579,518,OTHER,짐
송,579,512,OTHER,송
스킨,579,440,OTHER,스킨
생산,578,394,OTHER,생산
오후,578,510,OTHER,오후
보테가 베네타,578,490,BRAND,보테가베네타
완성,577,489,OTHER,완성
트리플,576,502,OTHER,트리플
n,575,433,OTHER,n
플레어,575,455,STYLE,플레어
프렌치,573,403,STYLE,프렌치
네이더스,571,467,BRAND,네이더스
파르티멘토,570,542,OTHER,파르티멘토
엘라,570,512,OTHER,엘라
민,569,392,OTHER,민
무리,569,533,OTHER,무리
보통,568,538,OTHER,보통
명품,568,429,OTHER,명품
배송비,568,517,OTHER,배송비
실제,567,505,OTHER,실제
턴,566,436,OTHER,턴
자랑,564,517,OTHER,자랑
갤러리,564,461,OTHER,갤러리
아이언,564,496,ITEM,아이언레인저
광택,561,483,OTHER,광택
신기,561,521,OTHER,신기
케이,560,483,OTHER,케이
홍대,560,473,OTHER,홍대
in,559,396,OTHER,in
y,558,475,OTHER,y
지샥,558,541,BRAND,지샥
뷰,558,414,OTHER,뷰
약간,557,515,OTHER,약간
스파오,557,497,OTHER,스파오
초록,557,438,STYLE,그린
밴,557,449,OTHER,밴
답,556,534,OTHER,답
버건디,556,457,STYLE,버건디
넥타이,556,438,ITEM,넥타이
가치,555,455,OTHER,가치
롱슬리브,555,515,ITEM,긴팔티
단순,554,412,OTHER,단순
세상,553,481,OTHER,세상
블로그,553,448,OTHER,블로그
정신,552,513,OTHER,정신
프린트,552,428,OTHER,프린트
필독,552,540,OTHER,필독
블랙잭,552,367,ITEM,블랙잭
일주일,551,528,OTHER,일주일
홈페이지,551,458,OTHER,홈페이지
gr,551,378,BRAND,프로젝트지알
건조기,550,406,OTHER,건조기
올드 스쿨,550,511,STYLE,올드 스쿨
입장,550,436,OTHER,입장
익스,550,353,OTHER,익스
피부,549,454,OTHER,피부
쇼,546,418,OTHER,쇼
무료,546,421,OTHER,무료
빈,546,449,OTHER,빈
문화,545,292,OTHER,문화
아페쎄,545,491,BRAND,아페쎄
파운드,545,492,OTHER,파운드
피팅,544,436,OTHER,피팅
와이드핏,543,508,STYLE,와이드핏
바스,542,368,OTHER,바스
에센셜,541,418,BRAND,에센셜
크롬,541,451,BRAND,크롬하츠
담,541,526,OTHER,담
팔라스,538,424,BRAND,팔라스
드레익스,538,359,BRAND,드레익스
디앤써,538,419,BRAND,디앤써
센스,537,485,OTHER,센스
e,537,352,OTHER,e
경고,537,527,OTHER,경고
등산,536,426,OTHER,등산
리스트,536,452,OTHER,리스트
샤카,535,502,BRAND,샤카웨어
모두,534,512,OTHER,모두
월요일,534,498,OTHER,월요일
bottom,534,331,ITEM,bottom
lookbook,533,518,OTHER,lookbook
군대,533,485,OTHER,군대
넥라인,533,409,STYLE,넥라인
스톤 아일랜드,532,463,BRAND,스톤아일랜드
맞춤,532,445,OTHER,맞춤
아내,531,324,OTHER,아내
세트,531,452,OTHER,세트
상관,531,528,OTHER,상관
교복,531,445,OTHER,교복
요소,529,427,OTHER,요소
그때,527,488,OTHER,그때
중국,527,379,OTHER,중국
플러스,526,422,OTHER,플러스
이어,526,460,OTHER,이어
현재,525,467,OTHER,현재
더콜디스트모먼트,524,495,BRAND,더콜디스트모먼트
샴,524,412,OTHER,샴
솔리드,524,412,BRAND,솔리드옴므
정확,523,483,OTHER,정확
홀리데이,523,405,OTHER,홀리데이
리얼,522,436,OTHER,리얼
볼트,522,450,OTHER,볼트
카메라,521,419,OTHER,카메라
xxl,520,413,OTHER,xxl
예상,519,476,OTHER,예상
크롬하츠,519,419,BRAND,크롬하츠
결론,518,481,OTHER,결론
에어컨,518,217,OTHER,에어컨
유지,517,438,OTHER,유지
베이프,517,412,BRAND,베이프
크록스,516,438,OTHER,크록스
죄송,516,484,OTHER,죄송
촉감,515,447,OTHER,촉감
로스,514,448,OTHER,로스
스웨터,512,371,ITEM,스웨터
lmc,512,451,BRAND,lmc
xx,512,338,OTHER,xx
특이,511,486,OTHER,특이
상체,511,491,OTHER,상체
판매자,511,397,OTHER,판매자
대구,511,381,OTHER,대구
톤즈,511,463,OTHER,톤즈
개체,510,422,OTHER,개체
adidas,509,392,BRAND,아디다스
환영,509,449,OTHER,환영
네댓,509,430,OTHER,네댓
자유,508,415,OTHER,자유
레이어,508,457,OTHER,레이어
쉬,508,466,OTHER,쉬
저스트,508,441,OTHER,저스트
홀리,507,384,OTHER,홀리
최애,507,473,OTHER,최애
눕시,506,413,ITEM,눕시
파라,506,371,OTHER,파라
나들이,506,483,OTHER,나들이
비즈,505,321,OTHER,비즈
예스아이씨,505,453,OTHER,예스아이씨
i,505,436,OTHER,i
구멍,505,431,OTHER,구멍
mngu,505,447,BRAND,mngu
아노블리어,503,462,BRAND,아노블리어
glasses,503,89,ITEM,선글라스
은은,502,403,OTHER,은은
무채색,502,472,STYLE,무채색
골드,502,387,STYLE,골드
마이카,502,402,BRAND,언더마이카
산책,501,455,OTHER,산책
왁스,501,315,OTHER,왁스
오가프,500,464,BRAND,오가프
대로,500,479,OTHER,대로
책,500,321,OTHER,책
목도리,500,425,ITEM,목도리
꿈,499,415,OTHER,꿈
라스트,499,397,OTHER,라스트
언타이틀,499,420,BRAND,언타이틀
그리쉬,499,480,BRAND,그리쉬
외출,497,471,OTHER,외출
지역,497,316,OTHER,지역
톰,497,390,BRAND,톰브라운
파르티,496,449,BRAND,파르티멘토
페이지,496,420,OTHER,페이지
핸드,496,401,OTHER,핸드
세인트,495,430,BRAND,세인트제임스
공부,495,417,OTHER,공부
아메리칸,494,414,STYLE,아메리칸
오니츠카,494,419,ITEM,오니츠카
노력,493,448,OTHER,노력
이슈,493,428,OTHER,이슈
무브먼트,493,422,BRAND,월수와일무브먼트
토트백,492,376,ITEM,토트백
발레,492,379,OTHER,발레
힐,492,396,OTHER,힐
소화,491,460,OTHER,소화
고생,491,472,OTHER,고생
여친,491,419,OTHER,여친
아워스코프,490,423,BRAND,아워스코프
손목,490,405,OTHER,손목
무인양품,490,311,BRAND,무인양품
캔버스,489,384,ITEM,캔버스
심플,488,448,STYLE,심플
레트로,488,402,STYLE,레트로
충전,488,386,OTHER,충전
전시회,487,376,OTHER,전시회
그림,486,382,OTHER,그림
던스트,485,403,BRAND,던스트
불량,485,361,OTHER,불량
렛,484,405,OTHER,렛
국,484,454,OTHER,국
니콜슨,482,414,BRAND,스튜디오니콜슨
스트랩,481,360,ITEM,스트랩
에코,481,416,STYLE,에코
비용,481,350,OTHER,비용
부자재,480,391,OTHER,부자재
효과,480,398,OTHER,효과
먼지,480,415,OTHER,먼지
단면,479,341,OTHER,단면
쪼리,479,411,ITEM,쪼리
동생,479,418,OTHER,동생
아트,476,384,OTHER,아트
구스,476,346,OTHER,구스
호카,476,398,BRAND,호카
낭,476,238,OTHER,낭
기반,475,416,OTHER,기반
언제,475,455,OTHER,언제
처분,475,396,OTHER,처분
모드,474,396,BRAND,모드나인
라퍼지,474,442,BRAND,라퍼지스토어
스냅,473,363,OTHER,스냅
사건,473,91,OTHER,사건
쉐입,472,393,OTHER,쉐입
미하,472,416,BRAND,미하라야스히로
테켓,472,387,BRAND,테켓
검수,472,383,OTHER,검수
무게,471,409,OTHER,무게
문선,470,400,BRAND,문선
스웻셔츠,470,375,ITEM,스웻셔츠
라프 시몬스,470,379,BRAND,라프시몬스
렌즈,470,303,OTHER,렌즈
zara,470,342,BRAND,자라
아크,470,405,BRAND,아크테릭스
시절,469,424,OTHER,시절
버버리,469,355,BRAND,버버리
야스히,469,390,BRAND,야스히로
말머리,469,468,STOPWORD,
blue,468,333,STYLE,블루
of,468,304,OTHER,of
절개,468,343,OTHER,절개
아르켓,468,395,BRAND,아르켓
진짜,467,457,OTHER,진짜
딥,466,375,OTHER,딥
musin,466,370,BRAND,무신사
