token,term_freq,doc_freq,category,canonical_form
saapp.page.link,466,370,OTHER,saapp.page.link
브레이,465,366,OTHER,브레이
가게,465,372,OTHER,가게
아빠,465,311,OTHER,아빠
런닝,464,352,STYLE,런닝
제멋,464,437,OTHER,제멋
센터,463,375,OTHER,센터
악세서리,463,413,ITEM,악세사리
전투,463,430,OTHER,전투
데우스,463,406,BRAND,데우스엑스마키나
피코트,462,282,ITEM,피코트
제목,461,436,OTHER,제목
뒷면,461,392,OTHER,뒷면
둘레,461,384,OTHER,둘레
호불호,461,432,OTHER,호불호
해석,460,373,OTHER,해석
텍스,460,338,OTHER,텍스
염,460,361,OTHER,염
선생,460,410,OTHER,선생
국밥,459,417,OTHER,국밥
삼,457,407,OTHER,삼
버윅,456,324,BRAND,버윅
전개,454,397,OTHER,전개
디스,454,318,OTHER,디스
존버,454,420,OTHER,존버
영롱,453,431,OTHER,영롱
방수,452,369,OTHER,방수
대행,452,376,OTHER,대행
outer,451,291,ITEM,outer
체커,451,404,OTHER,체커
폭,451,379,OTHER,폭
특성,450,408,OTHER,특성
j,450,317,OTHER,j
and,449,262,STOPWORD,
런던,449,366,OTHER,런던
야세,449,427,OTHER,야세
오전,449,405,OTHER,오전
wip,449,331,BRAND,칼하트wip
증정,449,286,OTHER,증정
요시다,449,397,BRAND,요시다포터
갈색,449,389,STYLE,브라운
튼튼,447,415,OTHER,튼튼
칼라,446,315,OTHER,칼라
단정,445,408,OTHER,단정
라이더,445,371,STYLE,라이더
야스히로,445,415,OTHER,야스히로
new,444,338,BRAND,new
메뉴얼,444,393,BRAND,노메뉴얼
us,443,312,OTHER,us
레거시,443,365,ITEM,아워레거시
촬영,442,350,OTHER,촬영
내구,441,394,OTHER,내구
전문,441,302,OTHER,전문
아버지,441,332,OTHER,아버지
젤카야노,441,390,ITEM,젤카야노
뉴치프시크,441,373,BRAND,뉴치프시크
제이,440,384,OTHER,제이
심,440,315,OTHER,심
카키색,440,396,STYLE,카키
후리스,440,370,ITEM,후리스
플리스,439,327,ITEM,플리스
시대,438,330,OTHER,시대
공개,438,360,OTHER,공개
아저씨,437,387,OTHER,아저씨
고객,436,255,OTHER,고객
완벽,436,399,OTHER,완벽
뉴욕,436,336,OTHER,뉴욕
메탈,436,339,OTHER,메탈
달러,435,293,OTHER,달러
우드,434,365,OTHER,우드
슬라이드,434,376,OTHER,슬라이드
어머니,434,297,OTHER,어머니
패키징,433,316,OTHER,패키징
탱커,433,301,OTHER,탱커
다이브,433,334,BRAND,다이브인
쯤,432,416,OTHER,쯤
제임스,432,373,BRAND,세인트제임스
위캔더스,432,368,BRAND,위캔더스
빵,432,368,OTHER,빵
토요일,431,377,OTHER,토요일
엑스트라,431,383,OTHER,엑스트라
비얼디드키드,430,402,BRAND,비얼디드키드
루트,430,364,OTHER,루트
깊이,430,356,OTHER,깊이
라코스테,429,342,BRAND,라코스테
말레,429,296,OTHER,말레
체감,429,411,OTHER,체감
조건,429,365,OTHER,조건
o,428,253,OTHER,o
한정,428,399,OTHER,한정
드라이,428,331,OTHER,드라이
평범,427,388,OTHER,평범
발목,427,357,OTHER,발목
웨이비니스,427,304,BRAND,웨이비니스
쿨,426,345,OTHER,쿨
스틸,426,353,OTHER,스틸
측,426,359,OTHER,측
립스,425,352,OTHER,립스
정글,424,323,OTHER,정글
lemaire,423,243,BRAND,르메르
파란색,423,370,STYLE,블루
타이거,423,372,OTHER,타이거
지방,422,384,OTHER,지방
한남동,422,301,OTHER,한남동
특별,421,352,OTHER,특별
마인드,421,377,OTHER,마인드
폰,421,339,OTHER,폰
조셉트,421,403,OTHER,조셉트
다이어트,420,352,OTHER,다이어트
선배,420,362,OTHER,선배
약속,420,370,OTHER,약속
금지,419,308,OTHER,금지
장소,418,293,OTHER,장소
컴,418,360,OTHER,컴
다이,418,362,OTHER,다이
아이디,417,371,OTHER,아이디
스토리,415,386,OTHER,스토리
용도,415,383,OTHER,용도
카모,415,312,STYLE,카모
생로,415,315,BRAND,생로랑
삶,414,284,OTHER,삶
과,414,376,OTHER,과
초록색,414,374,STYLE,그린
해링턴,414,307,ITEM,해링턴
일요일,413,354,OTHER,일요일
암,412,342,OTHER,암
총평,412,371,OTHER,총평
게임,411,303,OTHER,게임
polo,410,266,BRAND,폴로
일정,410,361,OTHER,일정
엄마,410,294,OTHER,엄마
트렌디,409,365,STYLE,트렌디
팀,409,320,OTHER,팀
비닐,409,354,OTHER,비닐
우먼,409,319,OTHER,우먼
트릴,409,373,OTHER,트릴
맞이,408,395,OTHER,맞이
스몰,408,307,STYLE,스몰
왕,407,338,OTHER,왕
스트레스,407,353,OTHER,스트레스
고무,407,326,OTHER,고무
신세계,407,338,OTHER,신세계
넘버,407,356,OTHER,넘버
웨이트,407,316,OTHER,웨이트
펑크,406,336,STYLE,펑크
웨이브,406,335,OTHER,웨이브
코어,406,347,OTHER,코어
대기,406,349,OTHER,대기
다행,405,398,OTHER,다행
출퇴근,405,368,OTHER,출퇴근
대한민국,404,353,OTHER,대한민국
기록,404,341,OTHER,기록
바이,404,345,OTHER,바이
on,404,346,OTHER,on
취미,403,351,OTHER,취미
모노,403,370,OTHER,모노
요번,403,382,OTHER,요번
세탁기,403,340,OTHER,세탁기
아스토플렉스,403,299,BRAND,아스토플렉스
과거,402,320,OTHER,과거
vintage,402,257,STYLE,빈티지
가공,402,288,OTHER,가공
헤드셋,402,359,ITEM,헤드셋
나이스,402,342,OTHER,나이스
퍼센트,401,361,OTHER,퍼센트
숄더백,401,318,ITEM,숄더백
실크,401,297,STYLE,실크
사카이,401,324,BRAND,사카이
팩토리,400,324,OTHER,팩토리
치수,400,343,OTHER,치수
별,400,335,OTHER,별
페어,400,304,OTHER,페어
주년,399,344,OTHER,주년
릭오웬스,399,314,OTHER,릭오웬스
기모,399,325,STYLE,기모
영감,398,339,OTHER,영감
실내,398,364,OTHER,실내
진심,398,368,OTHER,진심
캐트릿,398,390,STYLE,캐트릿
알바,398,312,OTHER,알바
바라쿠타,398,259,BRAND,바라쿠타
염색,397,247,OTHER,염색
정상,397,331,OTHER,정상
jw,397,319,BRAND,jw앤더슨
멜,397,317,OTHER,멜
모스콧,397,390,BRAND,모스콧
베이직,396,339,STYLE,베이직
사기,396,325,OTHER,사기
후면,396,253,OTHER,후면
파인,396,353,OTHER,파인
낫,395,356,OTHER,낫
재팬,395,306,OTHER,재팬
군인,395,373,OTHER,군인
새벽,395,359,OTHER,새벽
높이,395,311,OTHER,높이
사회,394,266,OTHER,사회
장난,394,381,OTHER,장난
사고,394,366,OTHER,사고
종이,394,351,OTHER,종이
사운즈,393,368,OTHER,사운즈
충분,393,376,OTHER,충분
두툼,393,349,STYLE,두툼
관세,393,302,OTHER,관세
믹스,392,356,OTHER,믹스
의,392,331,OTHER,의
목적,392,338,OTHER,목적
루이비통,392,310,BRAND,루이비통
비이커,392,313,BRAND,비이커
아나토미,392,279,OTHER,아나토미
마운틴,391,298,OTHER,마운틴
수납,391,316,OTHER,수납
모카,391,341,STYLE,모카
형사,391,24,OTHER,형사
몽벨,391,267,BRAND,몽벨
운영,390,308,OTHER,운영
고견,390,384,OTHER,고견
도리,390,373,OTHER,도리
리얼 맥코이,390,295,BRAND,리얼 맥코이
조화,389,315,OTHER,조화
립,389,330,STYLE,립
랑,389,369,OTHER,랑
헬스,389,354,OTHER,헬스
와플,388,331,OTHER,와플
제거,388,306,OTHER,제거
만약,388,379,OTHER,만약
전반,387,352,OTHER,전반
플라스틱,387,324,OTHER,플라스틱
오묘,387,368,STYLE,오묘
캡틴,386,275,BRAND,캡틴선샤인
란,386,345,OTHER,란
구제,386,296,STYLE,구제
공원,385,286,OTHER,공원
킬,385,337,OTHER,킬
아톰,385,283,ITEM,아톰
노래,384,299,OTHER,노래
디너,384,345,OTHER,디너
ykk,384,326,OTHER,ykk
삭스,384,310,ITEM,삭스
더플,384,291,ITEM,더플백
신발장,382,362,OTHER,신발장
투자,382,334,OTHER,투자
구장,382,376,OTHER,구장
골,382,338,OTHER,골
캠핑,381,285,OTHER,캠핑
호텔,381,265,OTHER,호텔
강,380,351,OTHER,강
대전,380,279,OTHER,대전
프,380,344,OTHER,프
징,380,343,OTHER,징
벨,380,327,BRAND,앤더슨벨
메종키츠네,380,338,BRAND,메종키츠네
위드,379,229,OTHER,위드
병,379,341,OTHER,병
상세,379,332,OTHER,상세
키스,378,259,BRAND,키스
파워,378,315,OTHER,파워
옷걸이,378,274,OTHER,옷걸이
부모,377,291,OTHER,부모
큐,377,333,OTHER,큐
유럽,376,293,OTHER,유럽
시장,376,290,OTHER,시장
작명,376,23,OTHER,작명
파리,375,255,OTHER,파리
studio,375,309,OTHER,studio
복장,375,319,OTHER,복장
확실,374,351,OTHER,확실
xlim,374,246,BRAND,엑슬림
면접,374,206,OTHER,면접
터치,373,291,OTHER,터치
플리츠,373,284,STYLE,플리츠
aw,373,232,STYLE,aw
카펜터,373,261,ITEM,카펜터
아프레쎄,373,231,BRAND,아프레쎄
열,373,353,OTHER,열
하츠,373,326,OTHER,하츠
레인저,372,315,BRAND,아이언레인저
족,371,330,OTHER,족
모크넥,371,294,ITEM,모크넥
헤지스,371,280,BRAND,헤지스
최소,370,350,OTHER,최소
grey,370,286,STYLE,그레이
예술,370,289,OTHER,예술
경,369,301,OTHER,경
유튜버,369,325,OTHER,유튜버
cp,369,295,BRAND,cp컴퍼니
양쪽,369,339,OTHER,양쪽
직장인,368,346,OTHER,직장인
음식,368,291,OTHER,음식
성,367,264,OTHER,성
당신,367,167,OTHER,당신
주의,367,314,OTHER,주의
시스템,367,282,OTHER,시스템
돌,367,310,OTHER,돌
피그,367,296,OTHER,피그
럭비,367,241,ITEM,럭비
귀,367,325,OTHER,귀
닥마,367,310,BRAND,닥터마틴
앤더슨,366,307,BRAND,앤더슨벨
앤드,366,276,OTHER,앤드
나라,366,316,OTHER,나라
white,366,298,STYLE,화이트
ymclky,366,310,BRAND,ymclky
시카고,365,297,OTHER,시카고
애쉬,365,329,OTHER,애쉬
겉,364,344,OTHER,겉
일자,364,328,OTHER,일자
대두,364,311,OTHER,대두
숙소,364,242,OTHER,숙소
brand,363,316,OTHER,brand
함,363,334,OTHER,함
틴,363,287,OTHER,틴
옐로우,362,282,OTHER,옐로우
랜드,362,297,OTHER,랜드
평일,362,331,OTHER,평일
상담,362,166,OTHER,상담
아워셀브스,362,178,BRAND,아워셀브스
니들스,361,270,OTHER,니들스
스웻팬츠,361,340,OTHER,스웻팬츠
부기,360,262,OTHER,부기
선선,359,351,STYLE,선선
마찬가지,359,316,OTHER,마찬가지
애용,359,342,OTHER,애용
오염,359,280,OTHER,오염
저것,359,350,OTHER,저것
회생,359,29,OTHER,회생
베타,359,259,ITEM,아크테릭스베타
uk,359,211,OTHER,uk
어미,359,315,OTHER,어미
고가,358,317,OTHER,고가
센치,358,283,OTHER,센치
노페,358,298,BRAND,노스페이스
차이점,357,320,OTHER,차이점
석,357,283,OTHER,석
목표,356,300,OTHER,목표
공장,356,212,OTHER,공장
지원,356,223,OTHER,지원
평가,356,313,OTHER,평가
최,356,345,OTHER,최
바토즈,356,308,OTHER,바토즈
터틀넥,355,285,ITEM,터틀넥
자크뮈스,355,271,OTHER,자크뮈스
보풀,355,283,OTHER,보풀
장바구니,355,316,OTHER,장바구니
결혼,355,294,OTHER,결혼
윌,354,296,OTHER,윌
자국,354,288,OTHER,자국
장터,354,312,OTHER,장터
엔드,353,324,OTHER,엔드
레인,353,271,OTHER,레인
웨이팅,353,278,OTHER,웨이팅
디렉터,352,240,OTHER,디렉터
버클,352,245,OTHER,버클
xs,351,248,OTHER,xs
성수동,351,297,OTHER,성수동
작품,350,213,OTHER,작품
계정,350,300,OTHER,계정
모델명,350,329,OTHER,모델명
빔,349,226,OTHER,빔
종일,349,336,OTHER,종일
아이러니,349,321,OTHER,아이러니
wide,349,240,OTHER,wide
이틀,349,335,OTHER,이틀
홍,349,171,OTHER,홍
낫포너드,349,335,OTHER,낫포너드
애정,348,320,OTHER,애정
mpq,348,319,OTHER,mpq
소비자,347,183,OTHER,소비자
스테디,347,307,OTHER,스테디
현,347,334,OTHER,현
댄디,346,327,STYLE,댄디
샘플,346,261,OTHER,샘플
상사,346,314,OTHER,상사
yiyae,346,290,OTHER,yiyae
케어,345,239,OTHER,케어
와중,345,337,OTHER,와중
캐쥬,345,332,OTHER,캐쥬
판단,345,300,OTHER,판단
장애,344,336,OTHER,장애
추위,344,325,OTHER,추위
봉,344,285,OTHER,봉
코치,344,264,ITEM,코치자켓
섹시,344,265,OTHER,섹시
스트,344,280,OTHER,스트
마스크,344,300,OTHER,마스크
일부,343,305,OTHER,일부
이티씨이,343,290,OTHER,이티씨이
바닥,343,310,OTHER,바닥
아이폰,343,271,OTHER,아이폰
기온,343,310,OTHER,기온
프리휠러스,343,204,OTHER,프리휠러스
로맨틱,342,310,BRAND,로맨틱무브
아일랜드,342,275,OTHER,아일랜드
핏감,342,324,OTHER,핏감
류,342,331,OTHER,류
린스,342,225,OTHER,린스
벌스데이수트,341,307,OTHER,벌스데이수트
발생,341,240,OTHER,발생
하늘,340,309,OTHER,하늘
캠프,340,293,OTHER,캠프
뮬,340,272,OTHER,뮬
리오,340,282,OTHER,리오
빳빳,340,312,OTHER,빳빳
파츠,340,312,OTHER,파츠
도시,339,192,OTHER,도시
잠,339,306,OTHER,잠
언급,339,302,OTHER,언급
안내,339,245,OTHER,안내
덩치,339,322,OTHER,덩치
made,338,252,OTHER,made
잼,338,311,OTHER,잼
뜻,337,298,OTHER,뜻
졸업,337,295,OTHER,졸업
당장,337,329,OTHER,당장
오리지날,337,250,OTHER,오리지날
퍼스트,337,285,OTHER,퍼스트
웍,336,326,OTHER,웍
오프닝,336,263,OTHER,오프닝
웨스트,336,259,OTHER,웨스트
파프,336,251,OTHER,파프
교체,336,281,OTHER,교체
샤카웨어,336,329,BRAND,샤카웨어
매드고트,336,318,OTHER,매드고트
usa,335,274,OTHER,usa
이러,335,207,OTHER,이러
샌드,334,272,OTHER,샌드
알파 인더스트리,334,284,OTHER,알파 인더스트리
시험,334,264,OTHER,시험
뿔테,333,256,OTHER,뿔테
리즈,332,278,OTHER,리즈
피곤,332,297,OTHER,피곤
머렐,332,281,OTHER,머렐
음악,331,182,OTHER,음악
플레이,331,305,OTHER,플레이
노우,331,295,OTHER,노우
불가,331,295,OTHER,불가
구리,331,309,OTHER,구리
감마,331,255,OTHER,감마
나인,330,289,BRAND,모드나인
보스턴,330,270,OTHER,보스턴
니들,330,287,OTHER,니들
라이브,330,276,OTHER,라이브
알파,330,253,OTHER,알파
슬림핏,330,287,OTHER,슬림핏
증,330,111,OTHER,증
ootd,330,312,OTHER,ootd
레인보우,330,266,OTHER,레인보우
퍼렌,330,247,OTHER,퍼렌
온도,329,285,OTHER,온도
갤럭시,329,273,OTHER,갤럭시
크루넥,328,276,OTHER,크루넥
설치,327,67,OTHER,설치
완전,327,313,OTHER,완전
춘,327,309,OTHER,춘
밀리,326,303,OTHER,밀리
규,326,323,OTHER,규
사악,326,317,OTHER,사악
치킨,326,281,OTHER,치킨
굿라이프웍스,326,302,BRAND,굿라이프웍스
솔로,325,276,OTHER,솔로
카멜,325,267,OTHER,카멜
최종,325,302,OTHER,최종
비율,325,273,OTHER,비율
필스,325,272,OTHER,필스
인간,324,267,OTHER,인간
토트,324,289,OTHER,토트
어플,324,276,OTHER,어플
리지,324,253,OTHER,리지
식스핏,324,291,OTHER,식스핏
론,324,283,OTHER,론
캡샤,324,248,OTHER,캡샤
형제,323,269,OTHER,형제
미세,323,295,OTHER,미세
업로드,323,300,OTHER,업로드
페플,323,286,OTHER,페플
에프,322,277,OTHER,에프
굿즈,322,259,OTHER,굿즈
손가락,322,297,OTHER,손가락
역,322,222,OTHER,역
플리,322,218,OTHER,플리
좌,322,223,OTHER,좌
에드,321,295,OTHER,에드
물량,321,282,OTHER,물량
belt,321,234,OTHER,belt
권,320,268,OTHER,권
솔드 아웃,320,285,OTHER,솔드 아웃
움,319,275,OTHER,움
vdr,318,256,OTHER,vdr
파이어,318,269,OTHER,파이어
크루,318,265,OTHER,크루
오트밀,318,239,OTHER,오트밀
전신,318,303,OTHER,전신
구글,318,293,OTHER,구글
우산,318,272,OTHER,우산
히든,318,264,OTHER,히든
로스코,318,285,OTHER,로스코
코리아,317,258,OTHER,코리아
취급,317,267,OTHER,취급
경찰,315,48,OTHER,경찰
balenciaga,315,245,OTHER,balenciaga
수량,315,275,OTHER,수량
메리트,315,289,OTHER,메리트
롱패딩,315,257,OTHER,롱패딩
메일,314,205,OTHER,메일
러프넥,314,271,OTHER,러프넥
플라워,313,257,OTHER,플라워
번개,313,264,OTHER,번개
휘뚜루,313,306,OTHER,휘뚜루
하체,313,287,OTHER,하체
골프,312,198,OTHER,골프
아조바이아조,312,266,OTHER,아조바이아조
지하철,312,272,OTHER,지하철
아영,312,282,OTHER,아영
빵빵,312,280,OTHER,빵빵
standard,311,209,OTHER,standard
에디션,311,261,OTHER,에디션
파랑,311,267,OTHER,파랑
안전,311,256,OTHER,안전
데이 브레이크,311,287,OTHER,데이 브레이크
어센틱,311,302,OTHER,어센틱
comments,311,306,OTHER,comments
현실,310,275,OTHER,현실
마리,310,284,OTHER,마리
묵직,310,277,OTHER,묵직
폴리테루,310,196,OTHER,폴리테루
파일,310,161,OTHER,파일
평생,310,284,OTHER,평생
샥스,309,262,OTHER,샥스
입구,309,280,OTHER,입구
navy,309,246,OTHER,navy
포르노,309,283,OTHER,포르노
eyewear,309,221,OTHER,eyewear
미군,309,219,OTHER,미군
훌륭,308,275,OTHER,훌륭
브이,308,286,OTHER,브이
꼼데가르송,308,273,OTHER,꼼데가르송
교토,308,198,OTHER,교토
벤,308,261,OTHER,벤
변경,308,273,OTHER,변경
응모,308,239,OTHER,응모
굿라이프,308,303,OTHER,굿라이프
장마,308,280,OTHER,장마
하이드,307,260,OTHER,하이드
화려,307,264,OTHER,화려
리벳,307,196,OTHER,리벳
건물,307,184,OTHER,건물
썬,307,268,OTHER,썬
순서,307,280,OTHER,순서
출발,306,264,OTHER,출발
예스,306,286,OTHER,예스
문자,306,221,OTHER,문자
멜라,306,280,OTHER,멜라
나투시,306,272,OTHER,나투시
정보과,306,3,OTHER,정보과
품목,305,272,OTHER,품목
ept,305,269,OTHER,ept
포럼,305,261,OTHER,포럼
se,305,284,OTHER,se
항공,304,263,OTHER,항공
입점,304,262,OTHER,입점
딸,304,188,OTHER,딸
무게감,303,253,OTHER,무게감
하늘색,303,274,OTHER,하늘색
당황,303,290,OTHER,당황
의도,302,268,OTHER,의도
플랫폼,302,242,OTHER,플랫폼
토바코,302,259,OTHER,토바코
양,301,271,OTHER,양
동시,301,284,OTHER,동시
이벳,301,256,OTHER,이벳
준,301,278,OTHER,준
추억,300,264,OTHER,추억
반복,300,244,OTHER,반복
프랑스,300,204,OTHER,프랑스
슬릭,300,268,STYLE,슬릭
메신저,300,245,OTHER,메신저
노쿨러스,300,239,OTHER,노쿨러스
배색,299,252,OTHER,배색
더플코트,299,253,OTHER,더플코트
러브,299,217,OTHER,러브
고정,298,263,OTHER,고정
채,298,270,OTHER,채
감안,298,287,OTHER,감안
실밥,298,247,OTHER,실밥
링거,298,202,OTHER,링거
외부,297,219,OTHER,외부
project,297,212,OTHER,project
브레스,297,269,OTHER,브레스
포스트맨,297,253,OTHER,포스트맨
유일,296,284,OTHER,유일
투어,296,250,OTHER,투어
커브드,296,253,OTHER,커브드
디네댓,296,266,OTHER,디네댓
단단,295,245,OTHER,단단
설,295,272,OTHER,설
케이블,295,229,OTHER,케이블
혼방,295,265,OTHER,혼방
예산,295,286,OTHER,예산
트레이닝,294,253,OTHER,트레이닝
고양이,294,247,OTHER,고양이
축구,294,233,OTHER,축구
빨간색,294,256,OTHER,빨간색
렌,294,227,OTHER,렌
mod,294,193,OTHER,mod
개성,293,232,OTHER,개성
앨범,293,126,OTHER,앨범
시크,292,264,STYLE,시크
따듯,292,275,OTHER,따듯
곱창,292,264,OTHER,곱창
룰,292,279,OTHER,룰
경찰청,292,3,OTHER,경찰청
보완,291,267,OTHER,보완
bb,291,189,OTHER,bb
햇빛,291,273,OTHER,햇빛
크리,291,265,OTHER,크리
이혼,291,16,OTHER,이혼
평균,290,248,OTHER,평균
방송,290,261,OTHER,방송
발달,290,278,OTHER,발달
마트,290,266,OTHER,마트
데미지,289,232,OTHER,데미지
ee,289,228,OTHER,ee
후보,288,224,OTHER,후보
충동,288,278,OTHER,충동
피터슨,288,222,OTHER,피터슨
현역,288,257,OTHER,현역
oam.,288,245,OTHER,oam
실용,287,263,OTHER,실용
대상,287,263,OTHER,대상
stussy,287,224,OTHER,stussy
단독,287,253,OTHER,단독
도메,287,241,OTHER,도메
세미오버핏,287,272,OTHER,세미오버핏
마이,286,252,OTHER,마이
순위,286,205,OTHER,순위
미하라야스히로,286,266,OTHER,미하라야스히로
스테디에브리웨어,285,246,OTHER,스테디에브리웨어
직장,285,257,OTHER,직장
상당,285,268,OTHER,상당
평상시,285,274,OTHER,평상시
푸어,285,266,OTHER,푸어
추석,285,248,OTHER,추석
lt,285,197,OTHER,lt
아이덴티티,284,259,OTHER,아이덴티티
스트리트,284,109,OTHER,스트리트
배경,284,262,OTHER,배경
수정,284,247,OTHER,수정
아일,284,212,OTHER,아일
컴팩트,284,262,OTHER,컴팩트
한동안,284,277,OTHER,한동안
스탠 스미스,284,244,OTHER,스탠 스미스
민트,284,219,OTHER,민트
박음질,284,220,OTHER,박음질
올검포스,284,264,OTHER,올검포스
마티스,283,245,OTHER,마티스
st,283,231,OTHER,st
덱,283,201,OTHER,덱
관계,282,245,OTHER,관계
페이스,282,243,OTHER,페이스
머듈,282,222,OTHER,머듈
면세,282,189,OTHER,면세
할리,281,218,OTHER,할리
롯데,281,234,OTHER,롯데
파브레가,281,243,OTHER,파브레가
가운데,280,260,OTHER,가운데
시트,280,237,OTHER,시트
켤레,280,232,OTHER,켤레
금장,280,205,OTHER,금장
마뗑킴,279,243,OTHER,마뗑킴
배우,279,239,OTHER,배우
제일,279,277,OTHER,제일
상대,278,252,OTHER,상대
메카,278,257,OTHER,메카
합,278,271,OTHER,합
보강,278,201,OTHER,보강
누나,278,240,OTHER,누나
유사,277,258,OTHER,유사
이동,277,216,OTHER,이동
강남,277,237,OTHER,강남
면바지,277,258,OTHER,면바지
꾸안꾸,277,261,STYLE,꾸안꾸
마마,277,166,OTHER,마마
현행,277,206,OTHER,현행
musinsa,276,177,OTHER,musinsa
답답,276,265,OTHER,답답
샤인,276,214,OTHER,샤인
요,276,261,OTHER,요
제주,276,215,OTHER,제주
닉,275,250,OTHER,닉
퍼스널,275,246,OTHER,퍼스널
셀린,275,221,OTHER,셀린
외투,275,222,OTHER,외투
knit,274,225,OTHER,knit
영향,274,222,OTHER,영향
직,274,242,OTHER,직
극,274,234,OTHER,극
sew,274,199,OTHER,sew
wool,274,190,OTHER,wool
vans,273,182,OTHER,vans
스티커,273,215,OTHER,스티커
프림,273,260,OTHER,프림
괜,273,262,OTHER,괜
에크루,273,216,OTHER,에크루
코로나,272,242,OTHER,코로나
얼룩,272,219,OTHER,얼룩
스키,272,219,OTHER,스키
카본,272,226,OTHER,카본
엑라,272,233,OTHER,엑라
등판,272,245,OTHER,등판
버즈,272,222,OTHER,버즈
역사,271,182,OTHER,역사
인테리어,271,216,OTHER,인테리어
세이지,271,211,OTHER,세이지
일교차,271,265,OTHER,일교차
비스,271,235,OTHER,비스
이지 갭,271,224,OTHER,이지 갭
반대,270,255,OTHER,반대
탈,270,239,OTHER,탈
디네뎃,270,238,OTHER,디네뎃
밸런스,269,222,OTHER,밸런스
휴머니티,269,185,OTHER,휴머니티
군데,269,238,OTHER,군데
간지,269,262,OTHER,간지
무텐다드,269,230,OTHER,무텐다드
쿠팡,269,232,OTHER,쿠팡
초겨울,269,258,STYLE,초겨울
현지,268,241,OTHER,현지
shoe,268,132,OTHER,shoes
발송,268,212,OTHER,발송
한쪽,268,234,OTHER,한쪽
묘,268,218,OTHER,묘
도어,268,219,OTHER,도어
스포티,267,237,OTHER,스포티
레귤러핏,267,229,OTHER,레귤러핏
웬만,267,265,OTHER,웬만
필루미네이트,267,245,OTHER,필루미네이트
부착,266,233,OTHER,부착
supreme,266,205,OTHER,supreme
러,266,253,OTHER,러
페인팅,266,220,OTHER,페인팅
니티드,265,246,OTHER,니티드
불구,265,254,OTHER,불구
듯이,265,260,OTHER,듯이
by,264,182,OTHER,by
스케이트,264,225,OTHER,스케이트
결,264,253,OTHER,결
비비안 웨스트우드,264,231,OTHER,비비안웨스트우드
메쉬,264,212,OTHER,메쉬
식당,264,198,OTHER,식당
대중,263,200,OTHER,대중
실망,263,241,OTHER,실망
퍼블릭,263,233,OTHER,퍼블릭
하단,262,239,OTHER,하단
월드,262,233,OTHER,월드
바탕,261,204,OTHER,바탕
클락스,261,252,,클락스
와인,261,191,OTHER,와인
압구정,260,228,OTHER,압구정
매,260,249,OTHER,매
정사,260,230,OTHER,정사
plac,259,231,OTHER,plac
핫,259,237,OTHER,핫
선택지,259,239,OTHER,선택지
토우,259,134,OTHER,토우
큐레이터,258,231,OTHER,큐레이터
영어,258,240,OTHER,영어
핏으,258,254,OTHER,핏으
도배,258,252,OTHER,도배
lot,258,219,OTHER,lot
타운,258,197,OTHER,타운
파브레,258,229,OTHER,파브레
bvh,258,237,OTHER,bvh
접근,257,172,OTHER,접근
욕심,257,251,OTHER,욕심
캠퍼스,257,222,OTHER,캠퍼스
조사,256,143,OTHER,조사
감탄,256,231,OTHER,감탄
임,256,241,OTHER,임
골반,256,232,OTHER,골반
한강,256,216,OTHER,한강
알리,256,188,OTHER,알리
어그,255,218,OTHER,어그
리버,255,227,OTHER,리버
눈치,255,242,OTHER,눈치
이때,255,221,OTHER,이때
지속,254,206,OTHER,지속
제한,254,213,OTHER,제한
무늬,254,208,OTHER,무늬
올스타,254,230,OTHER,올스타
레터,254,205,OTHER,레터
위시,254,228,OTHER,위시
하자,254,191,OTHER,하자
야외,253,231,OTHER,야외
등장,253,207,OTHER,등장
셔터,253,211,OTHER,셔터
스타일리스트,253,234,OTHER,스타일리스트
아크네 스튜디오,253,208,OTHER,아크네 스튜디오
어반스터프,253,239,OTHER,어반스터프
수령,253,229,OTHER,수령
price,253,242,,price
숄,252,216,OTHER,숄
떠그,252,197,OTHER,떠그
샴브레이,252,193,OTHER,샴브레이
디트로이트,252,188,OTHER,디트로이트
스콧,252,220,OTHER,스콧
강아지,252,219,OTHER,강아지
촌,252,233,OTHER,촌
헤릴,252,186,OTHER,헤릴
그동안,251,247,OTHER,그동안
콘,251,212,OTHER,콘
빨강,251,213,OTHER,빨강
화이팅,251,249,OTHER,화이팅
mjd,251,227,OTHER,mjd
성격,250,210,OTHER,성격
마실,250,243,OTHER,마실
락스,250,199,OTHER,락스
free,249,191,OTHER,free
쉘,249,206,OTHER,쉘
목록,249,220,OTHER,목록
베트남,249,211,OTHER,베트남
cafe.naver.com,249,152,,cafe.naver.com
눈물,249,236,OTHER,눈물
잠실,249,215,OTHER,잠실
소버먼트,249,220,OTHER,소버먼트
our,248,172,OTHER,our
형식,248,228,OTHER,형식
퀼팅,248,190,OTHER,퀼팅
혀,248,211,OTHER,혀
코듀로,248,214,OTHER,코듀로
대학교,248,192,OTHER,대학교
편의점,248,213,OTHER,편의점
시부야,248,177,OTHER,시부야
측면,247,224,OTHER,측면
경기,247,186,OTHER,경기
노란색,247,222,OTHER,노란색
지출,247,231,OTHER,지출
프릭스,247,200,OTHER,프릭스
초어,246,197,OTHER,초어
이외,246,233,OTHER,이외
노트북,246,205,OTHER,노트북
빨래,246,212,OTHER,빨래
로프,246,205,OTHER,로프
본디,246,207,OTHER,본디
