token,term_freq,doc_freq,category,canonical_form
아메카지,639,564,,
용,637,618,,
장점,635,504,,
건조,635,435,,
질,635,587,,
소식,635,594,,
오버핏,635,591,,
오클리,635,487,,
패,634,605,,
그라미치,633,562,,
잔,633,533,,
퀄,633,575,,
스카프,631,476,,
업체,630,416,,
릭,627,533,,
누락,627,612,,
매칭,626,536,,
타임,626,515,,
절기,626,555,,
신청,625,431,,
슈트,624,458,,
쇼핑몰,624,480,,
션,622,490,,
유니크,621,539,,
인상,621,500,,
본,621,512,,
패스,621,537,,
대표,619,495,,
독특,619,526,,
뻔,618,598,,
shirt,617,468,,
조거,617,540,,
마원,617,510,,
마스터,615,517,,
계획,614,534,,
자세,614,590,,
아웃도어,613,474,,
전면,613,398,,
첨,613,598,,
컨셉,612,520,,
메인,612,533,,
짱,612,562,,
바다,610,485,,
만족도,608,565,,
프리,608,502,,
옛날,607,558,,
림,606,456,,
르마드,606,543,,
가족,606,500,,
간단,606,551,,
dnsr,606,444,,
넥,605,501,,
당근,605,534,,
금요일,604,563,,
소니,604,569,,
사실,603,524,,
트렌드,602,472,,
안데르센,602,297,,
denim,602,431,,
포트,601,476,,
서비스,601,478,,
저희,600,508,,
경량,599,479,,
수준,599,542,,
아미,598,489,,
스타일링,595,482,,
마크,595,488,,
예,594,552,,
짱구,594,525,,
후아유,594,485,,
유틸리티,593,430,,
품질,592,466,,
과정,592,364,,
빛,592,524,,
작업,591,412,,
collection,590,567,,
평,590,533,,
전시,590,415,,
광,590,468,,
챔피온,590,491,,
유부남,590,588,,
승,589,247,,
고어텍스,588,433,,
꼼데,588,511,,
예일,588,534,,
acc,586,336,,
방식,585,446,,
어나더,585,499,,
보관,584,479,,
키코,584,402,,
연말,584,510,,
추구,583,517,,
k,583,493,,
굽,583,474,,
고아,583,540,,
디자이너,582,433,,
십,582,540,,
제주도,582,470,,
해결,580,464,,
순간,579,526,,
짐,579,518,,
송,579,512,,
스킨,579,440,,
생산,578,394,,
오후,578,510,,
보테가 베네타,578,490,,
완성,577,489,,
트리플,576,502,,
n,575,433,,
플레어,575,455,,
프렌치,573,403,,
네이더스,571,467,,
파르티멘토,570,542,,
엘라,570,512,,
민,569,392,,
무리,569,533,,
보통,568,538,,
명품,568,429,,
배송비,568,517,,
실제,567,505,,
턴,566,436,,
자랑,564,517,,
갤러리,564,461,,
아이언,564,496,,
광택,561,483,,
신기,561,521,,
케이,560,483,,
홍대,560,473,,
in,559,396,,
y,558,475,,
지샥,558,541,,
뷰,558,414,,
약간,557,515,,
스파오,557,497,,
초록,557,438,,
밴,557,449,,
답,556,534,,
버건디,556,457,,
넥타이,556,438,,
가치,555,455,,
롱슬리브,555,515,,
단순,554,412,,
세상,553,481,,
블로그,553,448,,
정신,552,513,,
프린트,552,428,,
필독,552,540,,
블랙잭,552,367,,
일주일,551,528,,
홈페이지,551,458,,
gr,551,378,,
건조기,550,406,,
올드 스쿨,550,511,,
입장,550,436,,
익스,550,353,,
피부,549,454,,
쇼,546,418,,
무료,546,421,,
빈,546,449,,
문화,545,292,,
아페쎄,545,491,,
파운드,545,492,,
피팅,544,436,,
와이드핏,543,508,,
바스,542,368,,
에센셜,541,418,,
크롬,541,451,,
담,541,526,,
팔라스,538,424,,
드레익스,538,359,,
디앤써,538,419,,
센스,537,485,,
e,537,352,,
경고,537,527,,
등산,536,426,,
리스트,536,452,,
샤카,535,502,,
모두,534,512,,
월요일,534,498,,
bottom,534,331,,
lookbook,533,518,,
군대,533,485,,
넥라인,533,409,,
스톤 아일랜드,532,463,,
맞춤,532,445,,
아내,531,324,,
세트,531,452,,
상관,531,528,,
교복,531,445,,
요소,529,427,,
그때,527,488,,
중국,527,379,,
플러스,526,422,,
이어,526,460,,
현재,525,467,,
더콜디스트모먼트,524,495,,
샴,524,412,,
솔리드,524,412,,
정확,523,483,,
홀리데이,523,405,,
리얼,522,436,,
볼트,522,450,,
카메라,521,419,,
xxl,520,413,,
예상,519,476,,
크롬하츠,519,419,,
결론,518,481,,
에어컨,518,217,,
유지,517,438,,
베이프,517,412,,
크록스,516,438,,
죄송,516,484,,
촉감,515,447,,
로스,514,448,,
스웨터,512,371,,
lmc,512,451,,
xx,512,338,,
특이,511,486,,
상체,511,491,,
판매자,511,397,,
대구,511,381,,
톤즈,511,463,,
개체,510,422,,
adidas,509,392,,
환영,509,449,,
네댓,509,430,,
자유,508,415,,
레이어,508,457,,
쉬,508,466,,
저스트,508,441,,
홀리,507,384,,
최애,507,473,,
눕시,506,413,,
파라,506,371,,
나들이,506,483,,
비즈,505,321,,
예스아이씨,505,453,,
i,505,436,,
구멍,505,431,,
mngu,505,447,,
아노블리어,503,462,,
glasses,503,89,,
은은,502,403,,
무채색,502,472,,
골드,502,387,,
마이카,502,402,,
산책,501,455,,
왁스,501,315,,
오가프,500,464,,
대로,500,479,,
책,500,321,,
목도리,500,425,,
꿈,499,415,,
라스트,499,397,,
언타이틀,499,420,,
그리쉬,499,480,,
외출,497,471,,
지역,497,316,,
톰,497,390,,
파르티,496,449,,
페이지,496,420,,
핸드,496,401,,
세인트,495,430,,
공부,495,417,,
아메리칸,494,414,,
오니츠카,494,419,,
노력,493,448,,
이슈,493,428,,
무브먼트,493,422,,
토트백,492,376,,
발레,492,379,,
힐,492,396,,
소화,491,460,,
고생,491,472,,
여친,491,419,,
아워스코프,490,423,,
손목,490,405,,
무인양품,490,311,,
캔버스,489,384,,
심플,488,448,,
레트로,488,402,,
충전,488,386,,
전시회,487,376,,
그림,486,382,,
던스트,485,403,,
불량,485,361,,
렛,484,405,,
국,484,454,,
니콜슨,482,414,,
스트랩,481,360,,
에코,481,416,,
비용,481,350,,
부자재,480,391,,
효과,480,398,,
먼지,480,415,,
단면,479,341,,
쪼리,479,411,,
동생,479,418,,
아트,476,384,,
구스,476,346,,
호카,476,398,,
낭,476,238,,
기반,475,416,,
언제,475,455,,
처분,475,396,,
모드,474,396,,
라퍼지,474,442,,
스냅,473,363,,
사건,473,91,,
쉐입,472,393,,
미하,472,416,,
테켓,472,387,,
검수,472,383,,
무게,471,409,,
문선,470,400,,
스웻셔츠,470,375,,
라프 시몬스,470,379,,
렌즈,470,303,,
zara,470,342,,
아크,470,405,,
시절,469,424,,
버버리,469,355,,
야스히,469,390,,
말머리,469,468,,
blue,468,333,,
of,468,304,,
절개,468,343,,
아르켓,468,395,,
진짜,467,457,,
딥,466,375,,
musin,466,370,,
saapp.page.link,466,370,,
브레이,465,366,,
가게,465,372,,
아빠,465,311,,
런닝,464,352,,
제멋,464,437,,
센터,463,375,,
악세서리,463,413,,
전투,463,430,,
데우스,463,406,,
피코트,462,282,,
제목,461,436,,
뒷면,461,392,,
둘레,461,384,,
호불호,461,432,,
해석,460,373,,
텍스,460,338,,
염,460,361,,
선생,460,410,,
국밥,459,417,,
삼,457,407,,
버윅,456,324,,
전개,454,397,,
디스,454,318,,
존버,454,420,,
영롱,453,431,,
방수,452,369,,
대행,452,376,,
outer,451,291,,
체커,451,404,,
폭,451,379,,
특성,450,408,,
j,450,317,,
and,449,262,,
런던,449,366,,
야세,449,427,,
오전,449,405,,
wip,449,331,,
증정,449,286,,
요시다,449,397,,
갈색,449,389,,
튼튼,447,415,,
칼라,446,315,,
단정,445,408,,
라이더,445,371,,
야스히로,445,415,,
new,444,338,,
메뉴얼,444,393,,
us,443,312,,
레거시,443,365,,
촬영,442,350,,
내구,441,394,,
전문,441,302,,
아버지,441,332,,
젤카야노,441,390,,
뉴치프시크,441,373,,
제이,440,384,,
심,440,315,,
카키색,440,396,,
후리스,440,370,,
플리스,439,327,,
시대,438,330,,
공개,438,360,,
아저씨,437,387,,
고객,436,255,,
완벽,436,399,,
뉴욕,436,336,,
메탈,436,339,,
달러,435,293,,
우드,434,365,,
슬라이드,434,376,,
어머니,434,297,,
패키징,433,316,,
탱커,433,301,,
다이브,433,334,,
쯤,432,416,,
제임스,432,373,,
위캔더스,432,368,,
빵,432,368,,
토요일,431,377,,
엑스트라,431,383,,
비얼디드키드,430,402,,
루트,430,364,,
깊이,430,356,,
라코스테,429,342,,
말레,429,296,,
체감,429,411,,
조건,429,365,,
o,428,253,,
한정,428,399,,
드라이,428,331,,
평범,427,388,,
발목,427,357,,
웨이비니스,427,304,,
쿨,426,345,,
스틸,426,353,,
측,426,359,,
립스,425,352,,
정글,424,323,,
lemaire,423,243,,
파란색,423,370,,
타이거,423,372,,
지방,422,384,,
한남동,422,301,,
특별,421,352,,
마인드,421,377,,
폰,421,339,,
조셉트,421,403,,
다이어트,420,352,,
선배,420,362,,
약속,420,370,,
금지,419,308,,
장소,418,293,,
컴,418,360,,
다이,418,362,,
아이디,417,371,,
스토리,415,386,,
용도,415,383,,
카모,415,312,,
생로,415,315,,
삶,414,284,,
과,414,376,,
초록색,414,374,,
해링턴,414,307,,
일요일,413,354,,
암,412,342,,
총평,412,371,,
게임,411,303,,
polo,410,266,,
일정,410,361,,
엄마,410,294,,
트렌디,409,365,,
팀,409,320,,
비닐,409,354,,
우먼,409,319,,
트릴,409,373,,
맞이,408,395,,
스몰,408,307,,
왕,407,338,,
스트레스,407,353,,
고무,407,326,,
신세계,407,338,,
넘버,407,356,,
웨이트,407,316,,
펑크,406,336,,
웨이브,406,335,,
코어,406,347,,
대기,406,349,,
다행,405,398,,
출퇴근,405,368,,
대한민국,404,353,,
기록,404,341,,
바이,404,345,,
on,404,346,,
취미,403,351,,
모노,403,370,,
요번,403,382,,
세탁기,403,340,,
아스토플렉스,403,299,,
과거,402,320,,
vintage,402,257,,
가공,402,288,,
헤드셋,402,359,,
나이스,402,342,,
퍼센트,401,361,,
숄더백,401,318,,
실크,401,297,,
사카이,401,324,,
팩토리,400,324,,
치수,400,343,,
별,400,335,,
페어,400,304,,
주년,399,344,,
릭오웬스,399,314,,
기모,399,325,,
영감,398,339,,
실내,398,364,,
진심,398,368,,
캐트릿,398,390,,
알바,398,312,,
바라쿠타,398,259,,
염색,397,247,,
정상,397,331,,
jw,397,319,,
멜,397,317,,
모스콧,397,390,,
베이직,396,339,,
사기,396,325,,
후면,396,253,,
파인,396,353,,
낫,395,356,,
재팬,395,306,,
군인,395,373,,
새벽,395,359,,
높이,395,311,,
사회,394,266,,
장난,394,381,,
사고,394,366,,
종이,394,351,,
사운즈,393,368,,
충분,393,376,,
두툼,393,349,,
관세,393,302,,
믹스,392,356,,
의,392,331,,
목적,392,338,,
루이비통,392,310,,
비이커,392,313,,
아나토미,392,279,,
마운틴,391,298,,
수납,391,316,,
모카,391,341,,
형사,391,24,,
몽벨,391,267,,
운영,390,308,,
고견,390,384,,
도리,390,373,,
리얼 맥코이,390,295,,
조화,389,315,,
립,389,330,,
랑,389,369,,
헬스,389,354,,
와플,388,331,,
제거,388,306,,
만약,388,379,,
전반,387,352,,
플라스틱,387,324,,
오묘,387,368,,
캡틴,386,275,,
란,386,345,,
구제,386,296,,
공원,385,286,,
킬,385,337,,
아톰,385,283,,
노래,384,299,,
디너,384,345,,
ykk,384,326,,
삭스,384,310,,
더플,384,291,,
신발장,382,362,,
투자,382,334,,
구장,382,376,,
골,382,338,,
캠핑,381,285,,
호텔,381,265,,
강,380,351,,
대전,380,279,,
프,380,344,,
징,380,343,,
벨,380,327,,
메종키츠네,380,338,,
위드,379,229,,
병,379,341,,
상세,379,332,,
키스,378,259,,
파워,378,315,,
옷걸이,378,274,,
부모,377,291,,
큐,377,333,,
유럽,376,293,,
시장,376,290,,
작명,376,23,,
파리,375,255,,
studio,375,309,,
복장,375,319,,
확실,374,351,,
xlim,374,246,,
면접,374,206,,
터치,373,291,,
플리츠,373,284,,
aw,373,232,,
카펜터,373,261,,
아프레쎄,373,231,,
열,373,353,,
하츠,373,326,,
레인저,372,315,,
족,371,330,,
모크넥,371,294,,
헤지스,371,280,,
최소,370,350,,
grey,370,286,,
예술,370,289,,
경,369,301,,
유튜버,369,325,,
cp,369,295,,
양쪽,369,339,,
직장인,368,346,,
음식,368,291,,
성,367,264,,
당신,367,167,,
주의,367,314,,
시스템,367,282,,
돌,367,310,,
피그,367,296,,
럭비,367,241,,
귀,367,325,,
닥마,367,310,,
앤더슨,366,307,,
앤드,366,276,,
나라,366,316,,
white,366,298,,
ymclky,366,310,,
시카고,365,297,,
애쉬,365,329,,
겉,364,344,,
일자,364,328,,
대두,364,311,,
숙소,364,242,,
brand,363,316,,
함,363,334,,
틴,363,287,,
옐로우,362,282,,
랜드,362,297,,
평일,362,331,,
상담,362,166,,
아워셀브스,362,178,,
니들스,361,270,,
스웻팬츠,361,340,,
부기,360,262,,
선선,359,351,,
마찬가지,359,316,,
애용,359,342,,
오염,359,280,,
저것,359,350,,
회생,359,29,,
베타,359,259,,
uk,359,211,,
어미,359,315,,
고가,358,317,,
센치,358,283,,
노페,358,298,,
차이점,357,320,,
석,357,283,,
목표,356,300,,
공장,356,212,,
지원,356,223,,
평가,356,313,,
최,356,345,,
바토즈,356,308,,
터틀넥,355,285,,
자크뮈스,355,271,,
보풀,355,283,,
장바구니,355,316,,
결혼,355,294,,
윌,354,296,,
자국,354,288,,
장터,354,312,,
엔드,353,324,,
레인,353,271,,
웨이팅,353,278,,
디렉터,352,240,,
버클,352,245,,
xs,351,248,,
성수동,351,297,,
작품,350,213,,
계정,350,300,,
모델명,350,329,,
빔,349,226,,
종일,349,336,,
아이러니,349,321,,
wide,349,240,,
이틀,349,335,,
홍,349,171,,
낫포너드,349,335,,
애정,348,320,,
mpq,348,319,,
소비자,347,183,,
스테디,347,307,,
현,347,334,,
댄디,346,327,,
샘플,346,261,,
상사,346,314,,
yiyae,346,290,,
케어,345,239,,
와중,345,337,,
캐쥬,345,332,,
판단,345,300,,
장애,344,336,,
추위,344,325,,
봉,344,285,,
코치,344,264,,
섹시,344,265,,
스트,344,280,,
마스크,344,300,,
일부,343,305,,
이티씨이,343,290,,
바닥,343,310,,
아이폰,343,271,,
기온,343,310,,
프리휠러스,343,204,,
로맨틱,342,310,,
아일랜드,342,275,,
핏감,342,324,,
류,342,331,,
린스,342,225,,
벌스데이수트,341,307,,
발생,341,240,,
하늘,340,309,,
캠프,340,293,,
뮬,340,272,,
리오,340,282,,
빳빳,340,312,,
파츠,340,312,,
도시,339,192,,
잠,339,306,,
언급,339,302,,
안내,339,245,,
덩치,339,322,,
made,338,252,,
잼,338,311,,
뜻,337,298,,
졸업,337,295,,
당장,337,329,,
오리지날,337,250,,
퍼스트,337,285,,
웍,336,326,,
오프닝,336,263,,
웨스트,336,259,,
파프,336,251,,
교체,336,281,,
샤카웨어,336,329,,
매드고트,336,318,,
usa,335,274,,
이러,335,207,,
샌드,334,272,,
알파 인더스트리,334,284,,
시험,334,264,,
뿔테,333,256,,
리즈,332,278,,
피곤,332,297,,
머렐,332,281,,
음악,331,182,,
플레이,331,305,,
노우,331,295,,
불가,331,295,,
구리,331,309,,
감마,331,255,,
나인,330,289,,
보스턴,330,270,,
니들,330,287,,
라이브,330,276,,
알파,330,253,,
슬림핏,330,287,,
증,330,111,,
ootd,330,312,,
레인보우,330,266,,
퍼렌,330,247,,
온도,329,285,,
갤럭시,329,273,,
크루넥,328,276,,
설치,327,67,,
완전,327,313,,
춘,327,309,,
밀리,326,303,,
규,326,323,,
사악,326,317,,
치킨,326,281,,
굿라이프웍스,326,302,,
솔로,325,276,,
카멜,325,267,,
최종,325,302,,
비율,325,273,,
필스,325,272,,
인간,324,267,,
토트,324,289,,
어플,324,276,,
리지,324,253,,
식스핏,324,291,,
론,324,283,,
캡샤,324,248,,
형제,323,269,,
미세,323,295,,
업로드,323,300,,
페플,323,286,,
에프,322,277,,
굿즈,322,259,,
손가락,322,297,,
역,322,222,,
플리,322,218,,
좌,322,223,,
에드,321,295,,
물량,321,282,,
belt,321,234,,
권,320,268,,
솔드 아웃,320,285,,
움,319,275,,
vdr,318,256,,
파이어,318,269,,
크루,318,265,,
오트밀,318,239,,
전신,318,303,,
구글,318,293,,
우산,318,272,,
히든,318,264,,
로스코,318,285,,
코리아,317,258,,
취급,317,267,,
경찰,315,48,,
balenciaga,315,245,,
수량,315,275,,
메리트,315,289,,
롱패딩,315,257,,
메일,314,205,,
러프넥,314,271,,
플라워,313,257,,
번개,313,264,,
휘뚜루,313,306,,
하체,313,287,,
골프,312,198,,
아조바이아조,312,266,,
지하철,312,272,,
아영,312,282,,
빵빵,312,280,,
standard,311,209,,
에디션,311,261,,
파랑,311,267,,
안전,311,256,,
데이 브레이크,311,287,,
어센틱,311,302,,
comments,311,306,,
현실,310,275,,
마리,310,284,,
묵직,310,277,,
폴리테루,310,196,,
파일,310,161,,
평생,310,284,,
샥스,309,262,,
입구,309,280,,
navy,309,246,,
포르노,309,283,,
eyewear,309,221,,
미군,309,219,,
훌륭,308,275,,
브이,308,286,,
꼼데가르송,308,273,,
교토,308,198,,
벤,308,261,,
변경,308,273,,
응모,308,239,,
굿라이프,308,303,,
장마,308,280,,
하이드,307,260,,
화려,307,264,,
리벳,307,196,,
건물,307,184,,
썬,307,268,,
순서,307,280,,
출발,306,264,,
예스,306,286,,
문자,306,221,,
멜라,306,280,,
나투시,306,272,,
정보과,306,3,,
품목,305,272,,
ept,305,269,,
포럼,305,261,,
se,305,284,,
항공,304,263,,
입점,304,262,,
딸,304,188,,
무게감,303,253,,
하늘색,303,274,,
당황,303,290,,
의도,302,268,,
플랫폼,302,242,,
토바코,302,259,,
양,301,271,,
동시,301,284,,
이벳,301,256,,
준,301,278,,
추억,300,264,,
반복,300,244,,
프랑스,300,204,,
슬릭,300,268,,
메신저,300,245,,
노쿨러스,300,239,,
배색,299,252,,
더플코트,299,253,,
러브,299,217,,
고정,298,263,,
채,298,270,,
감안,298,287,,
실밥,298,247,,
링거,298,202,,
외부,297,219,,
project,297,212,,
브레스,297,269,,
포스트맨,297,253,,
유일,296,284,,
투어,296,250,,
커브드,296,253,,
디네댓,296,266,,
단단,295,245,,
설,295,272,,
케이블,295,229,,
혼방,295,265,,
예산,295,286,,
트레이닝,294,253,,
고양이,294,247,,
축구,294,233,,
빨간색,294,256,,
렌,294,227,,
mod,294,193,,
개성,293,232,,
앨범,293,126,,
시크,292,264,,
따듯,292,275,,
곱창,292,264,,
룰,292,279,,
경찰청,292,3,,
보완,291,267,,
bb,291,189,,
햇빛,291,273,,
크리,291,265,,
이혼,291,16,,
평균,290,248,,
방송,290,261,,
발달,290,278,,
마트,290,266,,
데미지,289,232,,
ee,289,228,,
후보,288,224,,
충동,288,278,,
피터슨,288,222,,
현역,288,257,,
oam.,288,245,,
실용,287,263,,
대상,287,263,,
stussy,287,224,,
단독,287,253,,
도메,287,241,,
세미오버핏,287,272,,
마이,286,252,,
순위,286,205,,
미하라야스히로,286,266,,
스테디에브리웨어,285,246,,
직장,285,257,,
상당,285,268,,
평상시,285,274,,
푸어,285,266,,
추석,285,248,,
lt,285,197,,
아이덴티티,284,259,,
스트리트,284,109,,
배경,284,262,,
수정,284,247,,
아일,284,212,,
컴팩트,284,262,,
한동안,284,277,,
스탠 스미스,284,244,,
민트,284,219,,
박음질,284,220,,
올검포스,284,264,,
마티스,283,245,,
st,283,231,,
덱,283,201,,
관계,282,245,,
페이스,282,243,,
머듈,282,222,,
면세,282,189,,
할리,281,218,,
롯데,281,234,,
파브레가,281,243,,
가운데,280,260,,
시트,280,237,,
켤레,280,232,,
금장,280,205,,
마뗑킴,279,243,,
배우,279,239,,
제일,279,277,,
상대,278,252,,
메카,278,257,,
합,278,271,,
보강,278,201,,
누나,278,240,,
유사,277,258,,
이동,277,216,,
강남,277,237,,
면바지,277,258,,
꾸안꾸,277,261,,
마마,277,166,,
현행,277,206,,
musinsa,276,177,,
답답,276,265,,
샤인,276,214,,
요,276,261,,
제주,276,215,,
닉,275,250,,
퍼스널,275,246,,
셀린,275,221,,
외투,275,222,,
knit,274,225,,
영향,274,222,,
직,274,242,,
극,274,234,,
sew,274,199,,
wool,274,190,,
vans,273,182,,
스티커,273,215,,
프림,273,260,,
괜,273,262,,
에크루,273,216,,
코로나,272,242,,
얼룩,272,219,,
스키,272,219,,
카본,272,226,,
엑라,272,233,,
등판,272,245,,
버즈,272,222,,
역사,271,182,,
인테리어,271,216,,
세이지,271,211,,
일교차,271,265,,
비스,271,235,,
이지 갭,271,224,,
반대,270,255,,
탈,270,239,,
디네뎃,270,238,,
밸런스,269,222,,
휴머니티,269,185,,
군데,269,238,,
간지,269,262,,
무텐다드,269,230,,
쿠팡,269,232,,
초겨울,269,258,,
현지,268,241,,
shoe,268,132,,
발송,268,212,,
한쪽,268,234,,
묘,268,218,,
도어,268,219,,
스포티,267,237,,
레귤러핏,267,229,,
웬만,267,265,,
필루미네이트,267,245,,
부착,266,233,,
supreme,266,205,,
러,266,253,,
페인팅,266,220,,
니티드,265,246,,
불구,265,254,,
듯이,265,260,,
by,264,182,,
스케이트,264,225,,
결,264,253,,
비비안 웨스트우드,264,231,,
메쉬,264,212,,
식당,264,198,,
대중,263,200,,
실망,263,241,,
퍼블릭,263,233,,
하단,262,239,,
월드,262,233,,
바탕,261,204,,
클락스,261,252,,
와인,261,191,,
압구정,260,228,,
매,260,249,,
정사,260,230,,
plac,259,231,,
핫,259,237,,
선택지,259,239,,
토우,259,134,,
큐레이터,258,231,,
영어,258,240,,
핏으,258,254,,
도배,258,252,,
lot,258,219,,
타운,258,197,,
파브레,258,229,,
bvh,258,237,,
접근,257,172,,
욕심,257,251,,
캠퍼스,257,222,,
조사,256,143,,
감탄,256,231,,
임,256,241,,
골반,256,232,,
한강,256,216,,
알리,256,188,,
어그,255,218,,
리버,255,227,,
눈치,255,242,,
이때,255,221,,
지속,254,206,,
제한,254,213,,
무늬,254,208,,
올스타,254,230,,
레터,254,205,,
위시,254,228,,
하자,254,191,,
야외,253,231,,
등장,253,207,,
셔터,253,211,,
스타일리스트,253,234,,
아크네 스튜디오,253,208,,
어반스터프,253,239,,
수령,253,229,,
price,253,242,,
숄,252,216,,
떠그,252,197,,
샴브레이,252,193,,
디트로이트,252,188,,
스콧,252,220,,
강아지,252,219,,
촌,252,233,,
헤릴,252,186,,
그동안,251,247,,
콘,251,212,,
빨강,251,213,,
화이팅,251,249,,
mjd,251,227,,
성격,250,210,,
마실,250,243,,
락스,250,199,,
free,249,191,,
쉘,249,206,,
목록,249,220,,
베트남,249,211,,
cafe.naver.com,249,152,,
눈물,249,236,,
잠실,249,215,,
소버먼트,249,220,,
our,248,172,,
형식,248,228,,
퀼팅,248,190,,
혀,248,211,,
코듀로,248,214,,
대학교,248,192,,
편의점,248,213,,
시부야,248,177,,
측면,247,224,,
경기,247,186,,
노란색,247,222,,
지출,247,231,,
프릭스,247,200,,
초어,246,197,,
이외,246,233,,
노트북,246,205,,
빨래,246,212,,
로프,246,205,,
본디,246,207,,
ysl,246,74,,
jeans,245,166,,
페이퍼,245,208,,
asics,245,207,,
엄브로,245,201,,
챙,245,188,,
메종 마르지엘라,245,213,,
dp,245,195,,
이태원,245,192,,
웰,245,204,,
에씰미,245,210,,
지난번,245,232,,
나시,245,205,,
베이,244,198,,
이사,244,186,,
미즈노,244,194,,
억,244,132,,
검정색,244,238,,
마르니,244,210,,
그랑,244,223,,
저지,243,193,,
가로수길,243,204,,
루프,243,179,,
mmlg,243,204,,
구조,242,195,,
버킷,242,222,,
커뮤니티,242,191,,
코인,242,207,,
당일,242,206,,
탓,242,220,,
비밀,241,220,,
쿠션,241,196,,
단종,241,219,,
리트리버,241,236,,
coat,240,163,,
짭,240,200,,
아무것,240,232,,
불안,240,208,,
헨리넥,240,201,,
데케트,240,229,,
지향,239,214,,
인더로우,239,215,,
세련,239,213,,
수입,239,204,,
visvim,239,40,,
의심,239,212,,
포스트,239,181,,
애습,238,205,,
레이블,238,195,,
oz,238,183,,
엠씨,238,204,,
클론,238,218,,
영하,238,224,,
발가락,238,207,,
후브스,238,206,,
shirts,237,173,,
조명,237,205,,
way,237,180,,
카시,237,212,,
사무실,237,214,,
끼,237,228,,
멀티,236,198,,
헤드폰,236,209,,
한글,236,220,,
순,236,217,,
전문가,235,196,,
피셔,235,174,,
비즈비,235,146,,
컴피쿠시,235,204,,
스튜어트,235,216,,
등급,235,192,,
youth,234,178,,
브레이커,234,205,,
등록,234,178,,
랜,234,200,,
converse,234,143,,
브로,234,179,,
로얄,234,206,,
관,234,202,,
량,234,182,,
공연,234,138,,
리뉴얼,233,183,,
블리치,233,178,,
고리,233,191,,
아시,233,233,,
방지,233,210,,
용기,233,219,,
양해,233,230,,
왕발,232,216,,
희,232,205,,
변색,232,190,,
la,231,116,,
종아리,231,194,,
brown,231,178,,
피렌체,231,201,,
벌룬,231,204,,
매스노운,231,220,,
웍스,230,202,,
레몬,230,180,,
똥,230,211,,
맥주,230,192,,
마샬,230,206,,
요것,230,209,,
서촌,230,183,,
공항,230,170,,
원더,229,172,,
leather,229,167,,
메뉴,229,189,,
의문,229,218,,
중순,229,213,,
세탁소,229,212,,
보정,229,201,,
센트,229,216,,
뉴스보이,229,151,,
no,228,160,,
포근,228,204,,
coor,228,153,,
베드,228,187,,
완,228,206,,
선착순,228,215,,
체격,228,215,,
출장,228,196,,
prtprt,228,199,,
수집,227,165,,
상징,227,170,,
to,227,139,,
독,227,183,,
고스트,227,203,,
보라색,227,199,,
상하,227,219,,
ourpas,227,120,,
탄,226,192,,
비전,226,181,,
감동,226,199,,
마뚜루,226,221,,
한참,226,220,,
스텝,226,191,,
웜,226,201,,
의뢰인,226,20,,
주제,225,175,,
오랫동안,225,215,,
주류,225,197,,
적절,225,203,,
웨일즈보너,225,179,,
무시,225,214,,
수원,225,154,,
미카엘,225,168,,
데밀,225,173,,
장식,224,165,,
윈,224,190,,
로어링라드,224,190,,
베어,224,162,,
디깅,224,210,,
법률,224,38,,
현상,223,187,,
카키스,223,180,,
기업,223,165,,
보호,223,118,,
합격,223,196,,
궁합,223,197,,
시선,222,210,,
록,222,167,,
balance,222,163,,
주인공,222,177,,
세로,222,177,,
마리아,222,169,,
보테,222,202,,
지난주,222,216,,
드레서,222,166,,
선수,221,160,,
헌팅,221,186,,
직전,221,215,,
트라우저,221,180,,
마라,221,206,,
큰일,221,215,,
페,221,210,,
타일,220,188,,
트루,220,133,,
뀨웃,220,217,,
스트레이트핏,220,206,,
스탠스,220,130,,
길거리,219,196,,
혼,219,201,,
트렌치코트,219,179,,
이곳,219,144,,
cdg,219,187,,
저기,219,209,,
적응,219,209,,
무탠,219,200,,
마련,218,194,,
호주,218,144,,
인도,218,187,,
벌룬핏,218,186,,
고등학생,218,215,,
하라주쿠,218,137,,
eql,218,188,,
이염,218,200,,
스노우,218,170,,
익스프레스,218,188,,
상상,217,200,,
코팅,217,173,,
퓨어,217,167,,
브이넥,217,179,,
작,217,186,,
대지,217,161,,
아무,217,210,,
죽,217,183,,
토이즈맥코이,217,181,,
환경,216,171,,
식사,216,176,,
눈길,216,208,,
스미스,216,176,,
다트,216,164,,
리세,216,210,,
누님,216,208,,
캐시,216,159,,
정지,215,194,,
밀텍,215,159,,
개발,214,168,,
cotton,214,169,,
트렌치,214,172,,
써저리,214,186,,
재스퍼,214,181,,
램,214,172,,
역대,214,193,,
절차,214,72,,
언어펙티드,213,179,,
건지울른스,213,194,,
하드,213,189,,
유핑,213,204,,
다이소,213,196,,
리끌로우,213,203,,
스피드,212,189,,
이탈리아,212,161,,
바이커,212,159,,
헤드,212,148,,
잎,212,190,,
단계,212,147,,
녹색,212,186,,
슈가,212,159,,
작가,211,178,,
시점,211,196,,
인정,211,193,,
지하,211,168,,
스페이스,211,172,,
브로치,211,169,,
썸,211,164,,
특가,211,186,,
down,210,133,,
성장,210,165,,
익숙,210,195,,
겉감,210,174,,
신규,210,179,,
핸드폰,210,185,,
츄리닝,210,193,,
주황색,210,188,,
냥,210,178,,
상남자,210,193,,
애초,210,202,,
