base_canon,base_example_token,base_vocab_key,base_freq,candidate_token_raw,candidate_token_clean,candidate_freq,similarity,category,source,Y/N
acc,acc,'acc',592,'beanie',beanie,65,0.659305,ITEM,word2vec,
acc,acc,'acc',592,'sandal',sandal,42,0.637799,ITEM,word2vec,
acc,acc,'acc',592,'all',all,721,0.63096,ITEM,word2vec,
acc,acc,'acc',592,'죠셉트',죠셉트,5,0.623262,ITEM,word2vec,
acc,acc,'acc',592,'퍽트',퍽트,6,0.601052,ITEM,word2vec,
acc,acc,'acc',592,'차바리아',차바리아,21,0.591546,ITEM,word2vec,
acc,acc,'acc',592,'lucy',lucy,10,0.591498,ITEM,word2vec,
acc,acc,'acc',592,'legarcy',legarcy,18,0.588899,ITEM,word2vec,
acc,acc,'acc',592,'tshirt',tshirt,209,0.584926,ITEM,word2vec,
acc,acc,'acc',592,'runners',runners,8,0.577149,ITEM,word2vec,
acc,acc,'acc',592,'optimistic',optimistic,7,0.576751,ITEM,word2vec,
acc,acc,'acc',592,'watch',watch,169,0.571795,ITEM,word2vec,
acg,acg,'acg',879,'스톰핏',스톰핏,14,0.780166,BRAND,word2vec,
acg,acg,'acg',879,'가이아',가이아,6,0.725354,BRAND,word2vec,
acg,acg,'acg',879,'로프드도프',로프드도프,32,0.716645,BRAND,word2vec,
acg,acg,'acg',879,'써마핏',써마핏,9,0.71277,BRAND,word2vec,
acg,acg,'acg',879,'캐스케이드',캐스케이드,6,0.701371,BRAND,word2vec,
acg,acg,'acg',879,'케스',케스,8,0.69375,BRAND,word2vec,
acg,acg,'acg',879,'서밋',서밋,77,0.68557,BRAND,word2vec,
acg,acg,'acg',879,'파타',파타,62,0.683773,BRAND,word2vec,
acg,acg,'acg',879,'카하2',카하2,5,0.669164,BRAND,word2vec,
acg,acg,'acg',879,'릿지',릿지,9,0.667089,BRAND,word2vec,
acg,acg,'acg',879,'미저리',미저리,11,0.654481,BRAND,word2vec,
acg,acg,'acg',879,'모디세이',모디세이,5,0.653241,BRAND,word2vec,
acg,acg,'acg',879,'호른',호른,12,0.649581,BRAND,word2vec,
acg,acg,'acg',879,'루나',루나,141,0.646913,BRAND,word2vec,
aw,aw,'aw',463,'딜리버리',딜리버리,19,0.68346,STYLE,word2vec,
aw,aw,'aw',463,'카나파',카나파,6,0.67036,STYLE,word2vec,
aw,aw,'aw',463,'요코사카모토',요코사카모토,23,0.646131,STYLE,word2vec,
aw,aw,'aw',463,'jkt',jkt,52,0.6442,STYLE,word2vec,
aw,aw,'aw',463,'어드레서샵',어드레서샵,8,0.644197,STYLE,word2vec,
aw,aw,'aw',463,'thorson',thorson,12,0.643173,STYLE,word2vec,
aw,aw,'aw',463,'로웨',로웨,5,0.642609,STYLE,word2vec,
aw,aw,'aw',463,'silk',silk,62,0.641224,STYLE,word2vec,
aw,aw,'aw',463,'spot',spot,23,0.629506,STYLE,word2vec,
aw,aw,'aw',463,'b.p',b.p,5,0.628829,STYLE,word2vec,
aw,aw,'aw',463,'넵',넵,43,0.628219,STYLE,word2vec,
aw,aw,'aw',463,'maatee',maatee,109,0.623277,STYLE,word2vec,
aw,aw,'aw',463,'andy.h',andy.h,5,0.621576,STYLE,word2vec,
bottom,bottom,'bottom',535,'죠셉트',죠셉트,5,0.663776,ITEM,word2vec,
bottom,bottom,'bottom',535,'slp',slp,5,0.645101,ITEM,word2vec,
bottom,bottom,'bottom',535,'legarcy',legarcy,18,0.636562,ITEM,word2vec,
bottom,bottom,'bottom',535,'uping',uping,8,0.621346,ITEM,word2vec,
bottom,bottom,'bottom',535,'redface',redface,11,0.589933,ITEM,word2vec,
bottom,bottom,'bottom',535,'taille',taille,25,0.576178,ITEM,word2vec,
bottom,bottom,'bottom',535,'beheavyer',beheavyer,7,0.569795,ITEM,word2vec,
bottom,bottom,'bottom',535,'optimistic',optimistic,7,0.56952,ITEM,word2vec,
bottom,bottom,'bottom',535,'runners',runners,8,0.558725,ITEM,word2vec,
bottom,bottom,'bottom',535,'olzen',olzen,7,0.555544,ITEM,word2vec,
bottom,bottom,'bottom',535,'wellmade',wellmade,9,0.552855,ITEM,word2vec,
bottom,bottom,'bottom',535,'링거티',링거티,8,0.54552,ITEM,word2vec,
cp컴퍼니,cp컴퍼니,'cp컴퍼니',475,'씨피',씨피,33,0.690527,BRAND,word2vec,
cp컴퍼니,cp컴퍼니,'cp컴퍼니',475,'컴퍼니',컴퍼니,1029,0.666161,BRAND,word2vec,
cp컴퍼니,cp컴퍼니,'cp컴퍼니',475,'winjob',winjob,5,0.663568,BRAND,word2vec,
cp컴퍼니,cp컴퍼니,'cp컴퍼니',475,'디디쉘',디디쉘,23,0.661233,BRAND,word2vec,
cp컴퍼니,cp컴퍼니,'cp컴퍼니',475,'c.p',c.p,19,0.646157,BRAND,word2vec,
cp컴퍼니,cp컴퍼니,'cp컴퍼니',475,'아크테릭스는',아크테릭스는,7,0.635621,BRAND,word2vec,
cp컴퍼니,cp컴퍼니,'cp컴퍼니',475,'고글',고글,72,0.632845,BRAND,word2vec,
cp컴퍼니,cp컴퍼니,'cp컴퍼니',475,'크링클랩스',크링클랩스,76,0.589216,BRAND,word2vec,
cp컴퍼니,cp컴퍼니,'cp컴퍼니',475,'롯지',롯지,19,0.572222,BRAND,word2vec,
cp컴퍼니,cp컴퍼니,'cp컴퍼니',475,'스튜디어',스튜디어,5,0.567467,BRAND,word2vec,
cp컴퍼니,cp컴퍼니,'cp컴퍼니',475,'마야프',마야프,17,0.564115,BRAND,word2vec,
cp컴퍼니,cp컴퍼니,'cp컴퍼니',475,'몽클',몽클,7,0.559852,BRAND,word2vec,
cp컴퍼니,cp컴퍼니,'cp컴퍼니',475,'company',company,113,0.551856,BRAND,word2vec,
cp컴퍼니,cp컴퍼니,'cp컴퍼니',475,'멤브라나',멤브라나,20,0.549274,BRAND,word2vec,
etce,etce,'etce',4456,'이티씨이',이티씨이,358,0.775447,BRAND,word2vec,
etce,etce,'etce',4456,'티씨',티씨,259,0.769928,BRAND,word2vec,
etce,etce,'etce',4456,'가드너',가드너,31,0.689376,BRAND,word2vec,
etce,etce,'etce',4456,'루카스봄버',루카스봄버,6,0.668315,BRAND,word2vec,
etce,etce,'etce',4456,'더콜디스모',더콜디스모,20,0.656599,BRAND,word2vec,
etce,etce,'etce',4456,'csc',csc,212,0.648118,BRAND,word2vec,
etce,etce,'etce',4456,'뉴카고',뉴카고,19,0.641619,BRAND,word2vec,
etce,etce,'etce',4456,'prtwrks',prtwrks,9,0.640297,BRAND,word2vec,
etce,etce,'etce',4456,'보이후드',보이후드,7,0.637615,BRAND,word2vec,
etce,etce,'etce',4456,'destroyed',destroyed,32,0.637598,BRAND,word2vec,
etce,etce,'etce',4456,'prt',prt,1103,0.637134,BRAND,word2vec,
etce,etce,'etce',4456,'ecte',ecte,5,0.636627,BRAND,word2vec,
etce,etce,'etce',4456,'더콜디스트',더콜디스트,15,0.630924,BRAND,word2vec,
etce,etce,'etce',4456,'velocity',velocity,7,0.62932,BRAND,word2vec,
etce,etce,'etce',4456,'이예',이예,199,0.627861,BRAND,word2vec,
fw,fw,'fw',3363,'시즌',시즌,5475,0.734599,STYLE,word2vec,
fw,fw,'fw',3363,'lookbook',lookbook,66,0.679778,STYLE,word2vec,
fw,fw,'fw',3363,'티베탄',티베탄,13,0.670712,STYLE,word2vec,
fw,fw,'fw',3363,'stella',stella,6,0.642278,STYLE,word2vec,
fw,fw,'fw',3363,'overlay',overlay,5,0.639869,STYLE,word2vec,
fw,fw,'fw',3363,'fshop.com',fshop.com,10,0.632787,STYLE,word2vec,
fw,fw,'fw',3363,'딜리버리',딜리버리,19,0.628555,STYLE,word2vec,
fw,fw,'fw',3363,'drop',drop,43,0.611083,STYLE,word2vec,
fw,fw,'fw',3363,'scye',scye,7,0.606834,STYLE,word2vec,
fw,fw,'fw',3363,'fall',fall,114,0.60678,STYLE,word2vec,
fw,fw,'fw',3363,'digawel',digawel,8,0.604961,STYLE,word2vec,
fw,fw,'fw',3363,'컬렉션',컬렉션,1726,0.599914,STYLE,word2vec,
fw,fw,'fw',3363,'drizzler',drizzler,7,0.587261,STYLE,word2vec,
jw앤더슨,jw앤더슨,'jw앤더슨',559,'anderson',anderson,91,0.805786,BRAND,word2vec,
jw앤더슨,jw앤더슨,'jw앤더슨',559,'jwa',jwa,313,0.743175,BRAND,word2vec,
jw앤더슨,jw앤더슨,'jw앤더슨',559,'앤더스',앤더스,5,0.734518,BRAND,word2vec,
jw앤더슨,jw앤더슨,'jw앤더슨',559,'로저 페더러',로저 페더러,5,0.726137,BRAND,word2vec,
jw앤더슨,jw앤더슨,'jw앤더슨',559,'xjw',xjw,13,0.709459,BRAND,word2vec,
jw앤더슨,jw앤더슨,'jw앤더슨',559,'와이드핏치노',와이드핏치노,20,0.677119,BRAND,word2vec,
jw앤더슨,jw앤더슨,'jw앤더슨',559,'유니',유니,2087,0.661923,BRAND,word2vec,
jw앤더슨,jw앤더슨,'jw앤더슨',559,'jwanderson',jwanderson,16,0.648172,BRAND,word2vec,
jw앤더슨,jw앤더슨,'jw앤더슨',559,'marni',marni,66,0.646875,BRAND,word2vec,
jw앤더슨,jw앤더슨,'jw앤더슨',559,'핼무트랭',핼무트랭,7,0.643917,BRAND,word2vec,
jw앤더슨,jw앤더슨,'jw앤더슨',559,'u',u,2856,0.640702,BRAND,word2vec,
jw앤더슨,jw앤더슨,'jw앤더슨',559,'레귤러핏진',레귤러핏진,7,0.637731,BRAND,word2vec,
jw앤더슨,jw앤더슨,'jw앤더슨',559,'와이드핏파라슈트카고팬츠',와이드핏파라슈트카고팬츠,5,0.635185,BRAND,word2vec,
lee,lee,'lee',716,'코르카',코르카,11,0.686382,BRAND,word2vec,
lee,lee,'lee',716,'westerner',westerner,8,0.681337,BRAND,word2vec,
lee,lee,'lee',716,'godard',godard,10,0.623342,BRAND,word2vec,
lee,lee,'lee',716,'monoflow',monoflow,6,0.618958,BRAND,word2vec,
lee,lee,'lee',716,'levis',levis,163,0.614997,BRAND,word2vec,
lee,lee,'lee',716,'wrangler',wrangler,29,0.603813,BRAND,word2vec,
lee,lee,'lee',716,'late',late,8,0.578781,BRAND,word2vec,
lee,lee,'lee',716,'saddleman',saddleman,6,0.571006,BRAND,word2vec,
lee,lee,'lee',716,'s®',s®,11,0.562787,BRAND,word2vec,
lee,lee,'lee',716,'archives',archives,13,0.560327,BRAND,word2vec,
lee,lee,'lee',716,'korean',korean,15,0.559188,BRAND,word2vec,
lee,lee,'lee',716,'haberdashery',haberdashery,8,0.558732,BRAND,word2vec,
lee,lee,'lee',716,'crown',crown,11,0.555358,BRAND,word2vec,
lee,lee,'lee',716,'할리데이비슨',할리데이비슨,104,0.554664,BRAND,word2vec,
lee,lee,'lee',716,'lj',lj,6,0.553602,BRAND,word2vec,
lmc,lmc,'lmc',542,'oioi',oioi,15,0.698951,BRAND,word2vec,
lmc,lmc,'lmc',542,'scarface',scarface,5,0.687826,BRAND,word2vec,
lmc,lmc,'lmc',542,'예스아이씨',예스아이씨,544,0.677344,BRAND,word2vec,
lmc,lmc,'lmc',542,'타게토',타게토,5,0.646628,BRAND,word2vec,
lmc,lmc,'lmc',542,'mmlg',mmlg,251,0.633134,BRAND,word2vec,
lmc,lmc,'lmc',542,'엠씨',엠씨,236,0.632064,BRAND,word2vec,
lmc,lmc,'lmc',542,'디네댓',디네댓,354,0.627934,BRAND,word2vec,
lmc,lmc,'lmc',542,'더콜디',더콜디,8,0.623713,BRAND,word2vec,
lmc,lmc,'lmc',542,'세컨모놀',세컨모놀,9,0.611695,BRAND,word2vec,
lmc,lmc,'lmc',542,'blur',blur,12,0.610858,BRAND,word2vec,
lmc,lmc,'lmc',542,'트래블',트래블,741,0.609758,BRAND,word2vec,
lmc,lmc,'lmc',542,'모즈모즈',모즈모즈,9,0.609584,BRAND,word2vec,
lmc,lmc,'lmc',542,'노메뉴얼',노메뉴얼,499,0.605279,BRAND,word2vec,
lmc,lmc,'lmc',542,'바시티메이즈',바시티메이즈,7,0.604543,BRAND,word2vec,
mlb,mlb,'mlb',733,'수쿠',수쿠,6,0.654393,BRAND,word2vec,
mlb,mlb,'mlb',733,'pmng',pmng,6,0.65287,BRAND,word2vec,
mlb,mlb,'mlb',733,'huke',huke,6,0.637544,BRAND,word2vec,
mlb,mlb,'mlb',733,'뚜누',뚜누,5,0.630309,BRAND,word2vec,
mlb,mlb,'mlb',733,'바시티메이즈',바시티메이즈,7,0.627729,BRAND,word2vec,
mlb,mlb,'mlb',733,'게인스브로',게인스브로,5,0.626179,BRAND,word2vec,
mlb,mlb,'mlb',733,'우알롱',우알롱,18,0.626163,BRAND,word2vec,
mlb,mlb,'mlb',733,'idea',idea,19,0.622955,BRAND,word2vec,
mlb,mlb,'mlb',733,'iuga',iuga,8,0.619435,BRAND,word2vec,
mlb,mlb,'mlb',733,'emis',emis,20,0.618557,BRAND,word2vec,
mlb,mlb,'mlb',733,'에이치덱스',에이치덱스,26,0.613835,BRAND,word2vec,
mlb,mlb,'mlb',733,'젠틀몬스터선구리',젠틀몬스터선구리,11,0.613395,BRAND,word2vec,
mlb,mlb,'mlb',733,'더콜디',더콜디,8,0.612934,BRAND,word2vec,
mlb,mlb,'mlb',733,'oioi',oioi,15,0.611059,BRAND,word2vec,
mmgl,mmgl,'mmgl',1023,'쥬드',쥬드,10,0.743759,BRAND,word2vec,
mmgl,mmgl,'mmgl',1023,'닉앤니콜',닉앤니콜,36,0.72309,BRAND,word2vec,
mmgl,mmgl,'mmgl',1023,'마크에이토리',마크에이토리,8,0.717359,BRAND,word2vec,
mmgl,mmgl,'mmgl',1023,'르마드',르마드,646,0.716589,BRAND,word2vec,
mmgl,mmgl,'mmgl',1023,'제이프',제이프,6,0.71557,BRAND,word2vec,
mmgl,mmgl,'mmgl',1023,'프록시엘',프록시엘,8,0.701764,BRAND,word2vec,
mmgl,mmgl,'mmgl',1023,'화요팅입니둥',화요팅입니둥,7,0.701093,BRAND,word2vec,
mmgl,mmgl,'mmgl',1023,'체험',체험,3378,0.698122,BRAND,word2vec,
mmgl,mmgl,'mmgl',1023,'단',단,3745,0.697959,BRAND,word2vec,
mmgl,mmgl,'mmgl',1023,'오착보',오착보,20,0.69762,BRAND,word2vec,
mmgl,mmgl,'mmgl',1023,'디액시브',디액시브,6,0.696156,BRAND,word2vec,
mmgl,mmgl,'mmgl',1023,'포에잇츠',포에잇츠,6,0.692472,BRAND,word2vec,
mmgl,mmgl,'mmgl',1023,'미니멀가먼츠랩',미니멀가먼츠랩,5,0.690897,BRAND,word2vec,
mmgl,mmgl,'mmgl',1023,'오디너티',오디너티,14,0.688535,BRAND,word2vec,
mmrb,mmrb,'mmrb',1909,'tuesday',tuesday,64,0.725592,BRAND,word2vec,
mmrb,mmrb,'mmrb',1909,'로스트',로스트,2424,0.71711,BRAND,word2vec,
mmrb,mmrb,'mmrb',1909,'조셉앤스테이시',조셉앤스테이시,2386,0.714902,BRAND,word2vec,
mmrb,mmrb,'mmrb',1909,'바토즈',바토즈,371,0.701818,BRAND,word2vec,
mmrb,mmrb,'mmrb',1909,'오뷔제',오뷔제,43,0.699409,BRAND,word2vec,
mmrb,mmrb,'mmrb',1909,'메모러블',메모러블,36,0.698976,BRAND,word2vec,
mmrb,mmrb,'mmrb',1909,'크랙부츠',크랙부츠,7,0.682259,BRAND,word2vec,
mmrb,mmrb,'mmrb',1909,'플리츠더비',플리츠더비,8,0.680015,BRAND,word2vec,
mmrb,mmrb,'mmrb',1909,'로스크',로스크,10,0.670274,BRAND,word2vec,
mmrb,mmrb,'mmrb',1909,'메모',메모,159,0.662026,BRAND,word2vec,
mmrb,mmrb,'mmrb',1909,'로맨티무브',로맨티무브,5,0.655999,BRAND,word2vec,
mmrb,mmrb,'mmrb',1909,'블랑드누아',블랑드누아,8,0.655149,BRAND,word2vec,
mmrb,mmrb,'mmrb',1909,'디액시브',디액시브,6,0.65235,BRAND,word2vec,
mngu,mngu,'mngu',537,'밍구',밍구,55,0.719153,BRAND,word2vec,
mngu,mngu,'mngu',537,'mmgu',mmgu,8,0.69557,BRAND,word2vec,
mngu,mngu,'mngu',537,'lit',lit,15,0.673032,BRAND,word2vec,
mngu,mngu,'mngu',537,'에스티유오피스',에스티유오피스,1515,0.670509,BRAND,word2vec,
mngu,mngu,'mngu',537,'드러그옴므',드러그옴므,7,0.664774,BRAND,word2vec,
mngu,mngu,'mngu',537,'euler',euler,18,0.658133,BRAND,word2vec,
mngu,mngu,'mngu',537,'damp',damp,13,0.656539,BRAND,word2vec,
mngu,mngu,'mngu',537,'yiyae',yiyae,387,0.649774,BRAND,word2vec,
mngu,mngu,'mngu',537,'리들',리들,6,0.636613,BRAND,word2vec,
mngu,mngu,'mngu',537,'emostanceclub',emostanceclub,5,0.636082,BRAND,word2vec,
mngu,mngu,'mngu',537,'르마드',르마드,646,0.633381,BRAND,word2vec,
mngu,mngu,'mngu',537,'junne',junne,9,0.630585,BRAND,word2vec,
mngu,mngu,'mngu',537,'weekendafternoonsquad',weekendafternoonsquad,12,0.630459,BRAND,word2vec,
new,new,'new',569,'balance',balance,271,0.861095,BRAND,word2vec,
new,new,'new',569,'teddy',teddy,7,0.727222,BRAND,word2vec,
new,new,'new',569,'era',era,43,0.722787,BRAND,word2vec,
new,new,'new',569,'manual',manual,7,0.707321,BRAND,word2vec,
new,new,'new',569,'arrivals',arrivals,7,0.701481,BRAND,word2vec,
new,new,'new',569,'arrival',arrival,5,0.699262,BRAND,word2vec,
new,new,'new',569,'lunar',lunar,11,0.693313,BRAND,word2vec,
new,new,'new',569,'tap',tap,6,0.69112,BRAND,word2vec,
new,new,'new',569,'te',te,11,0.686631,BRAND,word2vec,
new,new,'new',569,'aimé',aimé,29,0.684534,BRAND,word2vec,
new,new,'new',569,'burst',burst,7,0.683553,BRAND,word2vec,
new,new,'new',569,'chocolate',chocolate,5,0.682482,BRAND,word2vec,
new,new,'new',569,'spurs',spurs,6,0.679317,BRAND,word2vec,
new,new,'new',569,'friday',friday,13,0.674402,BRAND,word2vec,
new,new,'new',569,'bodega',bodega,12,0.673707,BRAND,word2vec,
oam,oam,'oam',1232,'factory',factory,212,0.816454,BRAND,word2vec,
oam,oam,'oam',1232,'오에이',오에이,37,0.740089,BRAND,word2vec,
oam,oam,'oam',1232,'에이엠',에이엠,31,0.737562,BRAND,word2vec,
oam,oam,'oam',1232,'xoam',xoam,98,0.722635,BRAND,word2vec,
oam,oam,'oam',1232,'plac',plac,273,0.718282,BRAND,word2vec,
oam,oam,'oam',1232,'스웨트읏',스웨트읏,5,0.703537,BRAND,word2vec,
oam,oam,'oam',1232,'oamx',oamx,14,0.692469,BRAND,word2vec,
oam,oam,'oam',1232,'o.a.m',o.a.m,9,0.678806,BRAND,word2vec,
oam,oam,'oam',1232,'오에이앰',오에이앰,12,0.677232,BRAND,word2vec,
oam,oam,'oam',1232,'핏더사이즈',핏더사이즈,3467,0.636563,BRAND,word2vec,
oam,oam,'oam',1232,'김기방',김기방,18,0.610827,BRAND,word2vec,
oam,oam,'oam',1232,'oam.',oam.,290,0.610696,BRAND,word2vec,
oam,oam,'oam',1232,'catchball',catchball,32,0.600676,BRAND,word2vec,
oam,oam,'oam',1232,'읏더',읏더,71,0.599808,BRAND,word2vec,
outer,outer,'outer',450,'redface',redface,11,0.615226,ITEM,word2vec,
outer,outer,'outer',450,'olzen',olzen,7,0.610767,ITEM,word2vec,
outer,outer,'outer',450,'wellmade',wellmade,9,0.599186,ITEM,word2vec,
outer,outer,'outer',450,'legarcy',legarcy,18,0.587769,ITEM,word2vec,
outer,outer,'outer',450,'gonak',gonak,35,0.58261,ITEM,word2vec,
outer,outer,'outer',450,'beheavyer',beheavyer,7,0.564081,ITEM,word2vec,
outer,outer,'outer',450,'slp',slp,5,0.560977,ITEM,word2vec,
outer,outer,'outer',450,'taille',taille,25,0.560222,ITEM,word2vec,
outer,outer,'outer',450,'uping',uping,8,0.548785,ITEM,word2vec,
outer,outer,'outer',450,'sterlingwear',sterlingwear,18,0.544368,ITEM,word2vec,
outer,outer,'outer',450,'죠셉트',죠셉트,5,0.544334,ITEM,word2vec,
outer,outer,'outer',450,'jaket',jaket,27,0.53799,ITEM,word2vec,
outer,outer,'outer',450,'와이드핏파라슈트카고팬츠',와이드핏파라슈트카고팬츠,5,0.530858,ITEM,word2vec,
outer,outer,'outer',450,'cambridge',cambridge,21,0.528704,ITEM,word2vec,
rrl,rrl,'rrl',4949,'더블알엘',더블알엘,1905,0.880122,BRAND,word2vec,
rrl,rrl,'rrl',4949,'빈파포',빈파포,18,0.75428,BRAND,word2vec,
rrl,rrl,'rrl',4949,'현무',현무,11,0.728408,BRAND,word2vec,
rrl,rrl,'rrl',4949,'prl',prl,35,0.727893,BRAND,word2vec,
rrl,rrl,'rrl',4949,'기븐스',기븐스,10,0.704829,BRAND,word2vec,
rrl,rrl,'rrl',4949,'보웨리',보웨리,7,0.685437,BRAND,word2vec,
rrl,rrl,'rrl',4949,'헤링본퍼티그',헤링본퍼티그,7,0.683155,BRAND,word2vec,
rrl,rrl,'rrl',4949,'자스페',자스페,18,0.682751,BRAND,word2vec,
rrl,rrl,'rrl',4949,'플래드',플래드,49,0.682071,BRAND,word2vec,
rrl,rrl,'rrl',4949,'엔지니어핏',엔지니어핏,43,0.678737,BRAND,word2vec,
rrl,rrl,'rrl',4949,'키팅',키팅,6,0.677906,BRAND,word2vec,
rrl,rrl,'rrl',4949,'풀러턴',풀러턴,9,0.676499,BRAND,word2vec,
rrl,rrl,'rrl',4949,'rrl.',rrl.,85,0.674491,BRAND,word2vec,
rrl,rrl,'rrl',4949,'임브로이더',임브로이더,20,0.671911,BRAND,word2vec,
rrl,rrl,'rrl',4949,'콩그레스',콩그레스,57,0.668194,BRAND,word2vec,
ss,ss,'ss',3463,'lookbook',lookbook,66,0.70002,STYLE,word2vec,
ss,ss,'ss',3463,'시즌',시즌,5475,0.699868,STYLE,word2vec,
ss,ss,'ss',3463,'fshop.com',fshop.com,10,0.661869,STYLE,word2vec,
ss,ss,'ss',3463,'drop',drop,43,0.653889,STYLE,word2vec,
ss,ss,'ss',3463,'windblock',windblock,5,0.629648,STYLE,word2vec,
ss,ss,'ss',3463,'딜리버리',딜리버리,19,0.625872,STYLE,word2vec,
ss,ss,'ss',3463,'카나파',카나파,6,0.625544,STYLE,word2vec,
ss,ss,'ss',3463,'stella',stella,6,0.624884,STYLE,word2vec,
ss,ss,'ss',3463,'crash',crash,8,0.623318,STYLE,word2vec,
ss,ss,'ss',3463,'rugby',rugby,10,0.62302,STYLE,word2vec,
ss,ss,'ss',3463,'three',three,8,0.621207,STYLE,word2vec,
ss,ss,'ss',3463,'overlay',overlay,5,0.620249,STYLE,word2vec,
ss,ss,'ss',3463,'컬렉션',컬렉션,1726,0.618541,STYLE,word2vec,
ymclky,ymclky,'ymclky',384,'ymcl',ymcl,62,0.801993,BRAND,word2vec,
ymclky,ymclky,'ymclky',384,'ky',ky,61,0.764505,BRAND,word2vec,
ymclky,ymclky,'ymclky',384,'마요',마요,22,0.706019,BRAND,word2vec,
ymclky,ymclky,'ymclky',384,'빈스가레지',빈스가레지,8,0.700091,BRAND,word2vec,
ymclky,ymclky,'ymclky',384,'와카미',와카미,14,0.699873,BRAND,word2vec,
ymclky,ymclky,'ymclky',384,'코워커스',코워커스,9,0.681726,BRAND,word2vec,
ymclky,ymclky,'ymclky',384,'메스노운',메스노운,5,0.679006,BRAND,word2vec,
ymclky,ymclky,'ymclky',384,'올투스',올투스,12,0.678488,BRAND,word2vec,
ymclky,ymclky,'ymclky',384,'비디알',비디알,104,0.677841,BRAND,word2vec,
ymclky,ymclky,'ymclky',384,'말렌',말렌,24,0.677063,BRAND,word2vec,
ymclky,ymclky,'ymclky',384,'지디디엔',지디디엔,5,0.673162,BRAND,word2vec,
ymclky,ymclky,'ymclky',384,'토이즈',토이즈,11,0.670956,BRAND,word2vec,
ymclky,ymclky,'ymclky',384,'바스터즈',바스터즈,9,0.670405,BRAND,word2vec,
ymclky,ymclky,'ymclky',384,'아웃사이드',아웃사이드,45,0.664075,BRAND,word2vec,
ymclky,ymclky,'ymclky',384,'헤드랩스',헤드랩스,37,0.663615,BRAND,word2vec,
가디건,가디건,'가디건',6226,'브이넥',브이넥,264,0.703701,ITEM,word2vec,
가디건,가디건,'가디건',6226,'니트카라티',니트카라티,9,0.67444,ITEM,word2vec,
가디건,가디건,'가디건',6226,'부클레',부클레,22,0.673978,ITEM,word2vec,
가디건,가디건,'가디건',6226,'아트이프액츠는',아트이프액츠는,9,0.652015,ITEM,word2vec,
가디건,가디건,'가디건',6226,'부클',부클,108,0.642897,ITEM,word2vec,
가디건,가디건,'가디건',6226,'이얼즈',이얼즈,11,0.633371,ITEM,word2vec,
가디건,가디건,'가디건',6226,'톰브',톰브,27,0.631796,ITEM,word2vec,
가디건,가디건,'가디건',6226,'스키퍼',스키퍼,9,0.631542,ITEM,word2vec,
가방,가방,'가방',14617,'크로스백',크로스백,1395,0.677582,ITEM,word2vec,
가방,가방,'가방',14617,'메신저',메신저,374,0.661432,ITEM,word2vec,
가방,가방,'가방',14617,'메신저백',메신저백,174,0.619698,ITEM,word2vec,
가방,가방,'가방',14617,'레페토',레페토,7,0.613471,ITEM,word2vec,
가방,가방,'가방',14617,'노이에',노이에,5,0.601417,ITEM,word2vec,
가방,가방,'가방',14617,'이백',이백,5,0.597745,ITEM,word2vec,
가방,가방,'가방',14617,'두마로',두마로,10,0.591443,ITEM,word2vec,
가방,가방,'가방',14617,'크루아',크루아,34,0.566191,ITEM,word2vec,
가방,가방,'가방',14617,'buckle',buckle,7,0.565113,ITEM,word2vec,
가방,가방,'가방',14617,'팩',팩,3914,0.56199,ITEM,word2vec,
가방,가방,'가방',14617,'포터맛',포터맛,5,0.560381,ITEM,word2vec,
가방,가방,'가방',14617,'아이띵소',아이띵소,6,0.5598,ITEM,word2vec,
가을,가을,'가을',7740,'계절',계절,1763,0.793356,STYLE,word2vec,
가을,가을,'가을',7740,'초봄',초봄,36,0.740355,STYLE,word2vec,
가을,가을,'가을',7740,'따수',따수,10,0.711501,STYLE,word2vec,
가을,가을,'가을',7740,'끝자락',끝자락,87,0.708086,STYLE,word2vec,
가을,가을,'가을',7740,'완연',완연,50,0.704205,STYLE,word2vec,
가을,가을,'가을',7740,'초가을',초가을,74,0.704197,STYLE,word2vec,
가을,가을,'가을',7740,'늦여름',늦여름,28,0.703936,STYLE,word2vec,
가을,가을,'가을',7740,'봄이',봄이,11,0.702774,STYLE,word2vec,
가을,가을,'가을',7740,'올봄',올봄,9,0.691368,STYLE,word2vec,
가을,가을,'가을',7740,'어름',어름,12,0.686612,STYLE,word2vec,
가을,가을,'가을',7740,'초여름',초여름,215,0.683278,STYLE,word2vec,
가젤,가젤,'가젤',859,'스페지알',스페지알,163,0.776667,ITEM,word2vec,
가젤,가젤,'가젤',859,'아디다스슈퍼스타',아디다스슈퍼스타,1530,0.760569,ITEM,word2vec,
가젤,가젤,'가젤',859,'토바코',토바코,388,0.754038,ITEM,word2vec,
가젤,가젤,'가젤',859,'핸드볼',핸드볼,29,0.730842,ITEM,word2vec,
가젤,가젤,'가젤',859,'메사',메사,34,0.716179,ITEM,word2vec,
가젤,가젤,'가젤',859,'컬리지에이트',컬리지에이트,8,0.712056,ITEM,word2vec,
가젤,가젤,'가젤',859,'그라다스',그라다스,7,0.70561,ITEM,word2vec,
가젤,가젤,'가젤',859,'아디매틱',아디매틱,253,0.700677,ITEM,word2vec,
가젤,가젤,'가젤',859,'인도',인도,271,0.697517,ITEM,word2vec,
가젤,가젤,'가젤',859,'스페지',스페지,120,0.696773,ITEM,word2vec,
