SEASON,TOKEN_TYPE,token,count,share
Summer,BRAND,라퍼지스토어,414,0.46366293720391094
Summer,BRAND,라프시몬스,150,0.16799381782750394
Summer,BRAND,랄프로렌,487,0.5454199285466295
Summer,BRAND,레드윙,377,0.4222244621397932
Summer,BRAND,로맨틱무브,783,0.8769277290595706
Summer,BRAND,루이비통,139,0.15567427118682034
Summer,BRAND,르메르,415,0.46478289598942757
Summer,BRAND,리넥츠,213,0.2385512213150556
Summer,BRAND,리바이스,1780,1.9935266382197134
Summer,BRAND,리복,229,0.2564705618833227
Summer,BRAND,리얼 맥코이,126,0.1411148069751033
Summer,BRAND,릭오웬스,311,0.3483071822956915
Summer,BRAND,마틴로즈,1141,1.2778729742745467
Summer,BRAND,마틴플랜,304,0.3404674707970747
Summer,BRAND,메종마르지엘라,598,0.6697353537389824
Summer,BRAND,메종미네드,525,0.5879783623962638
Summer,BRAND,메종키츠네,197,0.22063188074678852
Summer,BRAND,모드나인,1215,1.3607499244027819
Summer,BRAND,모스콧,177,0.19823270503645465
Summer,BRAND,모이프,180,0.20159258139300476
Summer,BRAND,몽벨,103,0.11535575490821937
Summer,BRAND,무신사,69,0.07727715620065181
Summer,BRAND,무인양품,129,0.14447468333165342
Summer,BRAND,무탠다드,1397,1.5645824233668202
Summer,BRAND,문선,106,0.11871563126476946
Summer,BRAND,미나브,344,0.38526582221774236
Summer,BRAND,미하라야스히로,776,0.8690880175609537
Summer,BRAND,밈더워드로브,365,0.40878495671359294
Summer,BRAND,바라쿠타,56,0.06271769198893482
Summer,BRAND,바버,124,0.13887488940406992
Summer,BRAND,반스,2060,2.3071150981643878
Summer,BRAND,발렌시아가,1017,1.1389980848704768
Summer,BRAND,버버리,50,0.05599793927583465
Summer,BRAND,버윅,99,0.1108759197661526
Summer,BRAND,버즈릭슨,192,0.21503208681920508
Summer,BRAND,버켄스탁,441,0.49390182441286157
Summer,BRAND,베이프,205,0.22959155103092205
Summer,BRAND,보테가베네타,217,0.24303105645712236
Summer,BRAND,브라운야드,220,0.24639093281367247
Summer,BRAND,브랜디드,631,0.7066939936610334
Summer,BRAND,브론슨,380,0.4255843384963433
Summer,BRAND,브룩스브라더스,435,0.48718207169976147
Summer,BRAND,블랭크룸,223,0.24975080917022255
Summer,BRAND,비긴202,130,0.14559464211717008
Summer,BRAND,비바스튜디오,236,0.2643102733819396
Summer,BRAND,비얼디드키드,79,0.08847674405581875
Summer,BRAND,비이커,94,0.10527612583856914
Summer,BRAND,빔즈,183,0.20495245774955478
Summer,BRAND,사카이,149,0.16687385904198726
Summer,BRAND,생로랑,141,0.1579141887578537
Summer,BRAND,샤카웨어,173,0.1937528698943879
Summer,BRAND,세인트제임스,194,0.21727200439023842
Summer,BRAND,세터,780,0.8735678527030206
Summer,BRAND,소니,153,0.17135369418405402
